ventana_id,perfil_id,estado_alcance_mvp,fecha_corte,periodo_desde,periodo_hasta,tipo_ventana,dias_observados,transacciones_observadas,porcentaje_transacciones_clasificables,ingresos_generados,apoyos_recibidos,prestamos_recibidos,devoluciones_y_reembolsos,otros_recursos_recibidos,gastos_totales,gastos_esenciales,gastos_hobbies,inversion_productiva,pagos_deuda,transferencias_propias,liquidez_inicial,liquidez_final,deuda_inicial,deuda_final,actividad_A,balance_operativo_B,presion_deficit_Q,caida_maxima_M,tiempo_sin_recuperar_U_dias,recuperacion_R,curvatura_K,variabilidad_ingresos_V,cobertura_esencial_L_meses,dependencia_externa_X,crecimiento_deuda_J,estado_trayectoria,estado_calculo,calidad_datos,nivel_incertidumbre,factores_positivos,factores_atencion,informacion_faltante,explicacion_periodo,fuente_etiqueta,particion,historia_financiera_controlada,es_sintetico,version_metodologia,version_esquema,huella_registro,ingresos_fijos,ingresos_variables,ingresos_estacionales,periodos_sin_ingreso,gastos_fijos,gastos_variables,pagos_capital,pagos_intereses,nueva_deuda
VEN_0039_3,PERF_0039,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,99,97.9798,13438000,0,0,190000,523000,23312000,12256000,2263000,4006000,907000,1085000,14892633,5731633,12240642,11501642,36750000,-9874000,9874000,14097000,90,0.2891,-40308.7732,0.1855,1.403,0.037,-0.0604,fragilidad_sostenida,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -9874000 COP y una cobertura estimada de 1.40 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,test,uso_planificado_reserva,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,d82b9fd82f8ac52ae80f7d6f319a48f9c4f76a49c1e7e65c263cfa9e3ca632f0,11642000,2509000,0,0,17226000,6086000,739000,168000,0
VEN_0040_1,PERF_0040,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,32,100.0,2787000,0,0,190000,65000,2670000,1365000,171000,524000,0,256000,2655334,3027334,0,0,5457000,117000,0,921000,10,0.7667,0.0,0.0,2.2178,0.0214,0.0,equilibrio_sostenible,calculado,alta,baja,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de 117000 COP y una cobertura estimada de 2.22 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,validation,deterioro_reciente,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,d9eb1136c2825945aac50a1a1173d6f7f3e0558b9bb8c994f78d8040c585215b,0,255000,2787000,0,1925000,745000,0,0,0
VEN_0040_2,PERF_0040,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,55,100.0,2787000,0,0,190000,65000,5340000,2799000,205000,1635000,0,256000,2655334,357334,0,0,8127000,-2553000,2553000,3591000,41,0.0905,-45752.459,1.0,0.2553,0.0214,0.0,fragilidad_sostenida,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -2553000 COP y una cobertura estimada de 0.26 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,validation,deterioro_reciente,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,b21549df3b80d04bf9b30151c4ddedc4985fa05e8188112674f66a93608b58c4,0,255000,2787000,1,4284000,1056000,0,0,0
VEN_0040_3,PERF_0040,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,87,97.7011,5010000,0,0,380000,65000,9218000,5618000,284000,2357000,0,389000,2655334,-1107666,0,0,14228000,-4208000,4208000,5356000,71,0.0,-4389.2992,0.7204,0.0,0.0119,0.0,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -4208000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,validation,deterioro_reciente,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,90654df442fc72f8535086bbd5e5383057cdf1c03296d10500cd2ebaa3ed3ca1,0,445000,5010000,1,7382000,1836000,0,0,0
VEN_0041_1,PERF_0041,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,32,100.0,3116000,0,0,0,0,10253000,2867000,1515000,3245000,1348000,724000,2192946,-4944054,18340258,17669258,13369000,-7137000,7137000,8723000,29,0.0,0.0,0.0,0.0,0.0,-0.0366,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -7137000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,test,fragilidad_sostenida,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,2114933260ff82ad90e08a6edd1094012fdbddf7fad19d9591441f728f098e4b,3116000,0,0,0,8572000,1681000,671000,677000,0
VEN_0041_2,PERF_0041,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,66,96.9697,9568000,0,872000,0,0,23339000,9412000,2184000,6107000,2295000,1479000,2192946,-10706054,18340258,18541258,32907000,-13771000,13771000,12977000,60,0.0,12145.9016,0.3487,0.0,0.0835,0.011,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -13771000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,test,fragilidad_sostenida,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,11bb67368757c06471d4db42736f3fb87937901fc227a299735c6c6eaf69007c,10440000,0,0,0,18278000,5061000,671000,1624000,872000
VEN_0041_3,PERF_0041,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,100,97.0,15554000,0,1744000,0,0,36425000,16975000,3307000,7106000,2643000,1905000,2192946,-16934054,18340258,19413258,51979000,-20871000,20871000,19127000,90,0.0,-3597.55,0.2845,0.0,0.1008,0.0585,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -20871000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,test,fragilidad_sostenida,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,f4aca122b53ee9246e09e48b51e6eb01873fce327649baf57a6e3f3443b9ba27,17298000,0,0,0,26246000,10179000,671000,1972000,1744000
VEN_0042_1,PERF_0042,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,31,100.0,5566000,0,967000,0,0,14508000,7927000,2287000,1093000,764000,853000,2343231,-5631769,22276196,22479196,20074000,-8942000,8942000,10086000,28,0.0,0.0,0.0,0.0,0.148,0.0091,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -8942000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,situacion_critica,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,7b0c6c3026a50476dbaa06977131a2a9d363c7e9df82c3da8bdfb9555d89e6ed,6533000,0,0,0,10852000,3656000,764000,0,967000
VEN_0042_2,PERF_0042,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,65,100.0,9556000,0,2740000,0,0,32829000,16000000,3267000,8655000,1480000,1263000,2343231,-18189769,22276196,24252196,42385000,-23273000,23273000,20533000,59,0.0,-83457.9235,0.1649,0.0,0.2228,0.0887,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -23273000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,situacion_critica,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,8d8efed0fab6f1962aa5b18d9a91025f9c0add6701d6585d5b3ed148453bc505,12296000,0,0,0,18850000,13979000,764000,716000,2740000
VEN_0042_3,PERF_0042,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,98,98.9796,14157000,0,4513000,0,0,51150000,24720000,4873000,13115000,1480000,3010000,2343231,-30136769,22276196,26025196,65307000,-36993000,36993000,32480000,89,0.0,-24991.8934,0.1375,0.0,0.2417,0.1683,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -36993000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,situacion_critica,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,750460de0f48887591872168daf820081f4352869041403dfa188b23095e2399,18670000,0,0,0,31458000,19692000,764000,716000,4513000
VEN_0043_1,PERF_0043,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,25,96.0,560000,0,0,0,0,3238000,2032000,252000,708000,0,141000,6449850,3771850,0,0,3798000,-2678000,2678000,2678000,29,0.5848,0.0,0.0,1.8562,0.0,0.0,uso_planificado_reserva,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -2678000 COP y una cobertura estimada de 1.86 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,test,acumulacion_estable,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,7f497615007a37e690a5a0cf9d38cd3a2a046a1651fbd836c8af6a49186c8a90,560000,0,0,0,2051000,1187000,0,0,0
VEN_0043_2,PERF_0043,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,49,93.8776,1120000,0,0,0,0,6476000,4334000,459000,708000,0,448000,6449850,1093850,0,0,7596000,-5356000,5356000,5356000,60,0.1696,1463.388,0.0,0.5048,0.0,0.0,fragilidad_sostenida,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -5356000 COP y una cobertura estimada de 0.50 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,test,acumulacion_estable,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,2cb6f6c7c0d49300d6d732300eb7c2ac8cefba52032c329c0cc7164cc9d103fd,1120000,0,0,0,4354000,2122000,0,0,0
VEN_0043_3,PERF_0043,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,75,96.0,1680000,0,0,0,0,9714000,6480000,776000,1086000,0,520000,6449850,-1584150,0,0,11394000,-8034000,8034000,8034000,90,0.0,-482.4356,0.0,0.0,0.0,0.0,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -8034000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,test,acumulacion_estable,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,e80eb55e6f4caa28f496601a50b0cfe2bcf6789e49920ff9c30f70c45cc03975,1680000,0,0,0,6435000,3279000,0,0,0
VEN_0044_1,PERF_0044,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,23,100.0,660000,0,0,120000,0,7320000,5853000,429000,334000,319000,0,3172244,-3367756,13330046,13330046,7980000,-6660000,6660000,6540000,27,0.0,0.0,0.0,0.0,0.0,0.0,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -6660000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,test,equilibrio_sostenible,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,7552d6474d84166a03aa4145f8eb9ca1955b49f3fa847de9fa993ca044eaa692,660000,120000,0,0,4964000,2356000,0,319000,0
VEN_0044_2,PERF_0044,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,46,97.8261,1320000,0,0,120000,0,14640000,9517000,1473000,1624000,319000,736000,3172244,-10027756,13330046,13330046,15960000,-13320000,13320000,13200000,58,0.0,3639.3443,0.0,0.0,0.0,0.0,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -13320000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,test,equilibrio_sostenible,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,bee26d35f1a8a5309f10a6e95854909640831a7cd51578e2e79b6e655aefda72,1320000,120000,0,0,8460000,6180000,0,319000,0
VEN_0044_3,PERF_0044,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,68,95.5882,1980000,0,0,120000,0,21960000,13837000,1884000,3560000,319000,951000,3172244,-16687756,13330046,13330046,23940000,-19980000,19980000,19860000,88,0.0,-1199.7838,0.0,0.0,0.0,0.0,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -19980000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,test,equilibrio_sostenible,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,4f2125621b722a772e9b47f1a29e4235cb7a52d4c3f6a9c70f6fd33a536ac752,1980000,120000,0,0,12281000,9679000,0,319000,0
VEN_0045_1,PERF_0045,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,26,92.3077,0,500000,0,0,0,2660000,1672000,165000,499000,0,88000,4623594,2463594,6211319,6211319,3160000,-2160000,2160000,2160000,28,0.5328,0.0,0.0,1.4734,1.0,0.0,uso_planificado_reserva,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -2160000 COP y una cobertura estimada de 1.47 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,variable_resiliente,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,1b6c2b2e60688400c4a2e0a06bdb154f45814d06106f5dcfe65e1f2af54876f6,500000,0,0,1,1786000,874000,0,0,0
VEN_0045_2,PERF_0045,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,48,91.6667,0,1000000,0,0,0,4519000,2847000,230000,764000,168000,88000,4623594,1104594,6211319,6125319,5519000,-3519000,3519000,3519000,59,0.2389,14311.4754,0.0,0.776,1.0,-0.0138,fragilidad_sostenida,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -3519000 COP y una cobertura estimada de 0.78 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,variable_resiliente,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,e31b7f2fc560c034a6e4fd21a1b7daa7ef5137a5275ad1b3e5bd5f224e147492,1000000,0,0,2,2873000,1646000,86000,82000,0
VEN_0045_3,PERF_0045,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,73,93.1507,0,1500000,0,0,0,8082000,5563000,598000,951000,168000,88000,4623594,-1958406,6211319,6125319,9582000,-6582000,6582000,6582000,89,0.0,-14641.1457,0.0,0.0,1.0,-0.0138,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -6582000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,variable_resiliente,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,5e355f7f8a71aa65a5b6522ebae1541dd69e87cc72c93d4d262091b4b6f9d2eb,1500000,0,0,3,5226000,2856000,86000,82000,0
VEN_0046_1,PERF_0046,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,30,96.6667,570000,0,0,0,0,2531000,1402000,390000,106000,117000,0,7431240,5470240,4714216,4714216,3101000,-1961000,1961000,1961000,29,0.7361,0.0,0.0,3.9017,0.0,0.0,uso_planificado_reserva,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -1961000 COP y una cobertura estimada de 3.90 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,uso_planificado_reserva,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,2cae3a52c6aec9fb202e33b122b6d2906c8c77f5f14d6358ca04c0cc8b51f764,570000,0,0,0,1649000,882000,0,117000,0
VEN_0046_2,PERF_0046,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,59,98.3051,1140000,0,0,0,0,9187000,4630000,1018000,1197000,358000,852000,7431240,-615760,4714216,4714216,10327000,-8047000,8047000,8047000,60,0.0,-66551.3661,0.0,0.0,0.0,0.0,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -8047000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,uso_planificado_reserva,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,46111e7c95703fd212c99687ad6d1dcad65c70bc36dca9f094b047fe99437ff3,1140000,0,0,0,5563000,3624000,0,358000,0
VEN_0046_3,PERF_0046,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,89,97.7528,1710000,0,0,0,0,15843000,9256000,1472000,1598000,358000,1651000,7431240,-6701760,4714216,4714216,17553000,-14133000,14133000,14133000,90,0.0,-23389.6595,0.0,0.0,0.0,0.0,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -14133000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,uso_planificado_reserva,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,430b4ba33b2676475ba6ebd6323e3cb2135bbc6b648fb16497fcf887514f8da3,1710000,0,0,0,10232000,5611000,0,358000,0
VEN_0047_1,PERF_0047,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,28,92.8571,890000,0,0,0,0,5592000,3065000,296000,1561000,0,252000,13303693,8601693,0,0,6482000,-4702000,4702000,4702000,28,0.6466,0.0,0.0,2.8064,0.0,0.0,uso_planificado_reserva,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -4702000 COP y una cobertura estimada de 2.81 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,deterioro_reciente,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,420b2fae3e3d3eee2bf1504064f9f1f4f68b902e2b8a83433fabc7b507c326c1,890000,0,0,0,3561000,2031000,0,0,0
VEN_0047_2,PERF_0047,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,53,94.3396,1780000,0,0,0,0,11184000,6978000,603000,1561000,0,1259000,13303693,3899693,0,0,12964000,-9404000,9404000,9404000,59,0.2931,2569.3989,0.0,1.1177,0.0,0.0,fragilidad_sostenida,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -9404000 COP y una cobertura estimada de 1.12 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,deterioro_reciente,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,4e88c3e9c43521537eda8996d3ed9f104907d0f46079c5093f25bb5730c61365,1780000,0,0,0,8305000,2879000,0,0,0
VEN_0047_3,PERF_0047,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,82,93.9024,2670000,0,0,0,0,19307000,12103000,1289000,2635000,0,2125000,13303693,-3333307,0,0,21977000,-16637000,16637000,16637000,89,0.0,-28660.2414,0.0,0.0,0.0,0.0,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -16637000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,deterioro_reciente,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,345e3206a0a1037a95da0f600b13d495ec9cf98515f45609c6f0e7114d48f415,2670000,0,0,0,13448000,5859000,0,0,0
VEN_0048_1,PERF_0048,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,32,93.75,4876000,0,0,0,0,7897000,4471000,814000,592000,1001000,0,339918,-2681082,9810803,9386803,12773000,-3021000,3021000,6637000,29,0.0,0.0,0.0,0.0,0.0,-0.0432,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -3021000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,fragilidad_sostenida,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,c83c6dbbd4432469f3e17accf7fcecc559b7ed9f17d72eb79ab0a7b52435c394,4587000,289000,0,0,6122000,1775000,424000,577000,0
VEN_0048_2,PERF_0048,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,64,95.3125,8200000,0,672000,0,0,17977000,11118000,1935000,1418000,1001000,271000,339918,-8765082,9810803,10058803,26177000,-9777000,9777000,12726000,60,0.0,-59578.6885,0.1893,0.0,0.0757,0.0253,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -9777000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,fragilidad_sostenida,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,7efac43da7e55b59732ed35958c87f82abcebd0cff6dc1d3cba6ae2d397ca1fa,6190000,2682000,0,0,13916000,4061000,424000,577000,672000
VEN_0048_3,PERF_0048,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,95,93.6842,12075000,0,1344000,0,0,28057000,17108000,2454000,2718000,1298000,852000,339918,-14298082,9810803,10433803,40132000,-15982000,15982000,18030000,90,0.0,-15347.6851,0.1596,0.0,0.1002,0.0635,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -15982000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,fragilidad_sostenida,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,7d3523b6ec807dabc67d2dfb3f79f580bf8eb931cfce4b9c0f87d9be026cd6e0,10401000,3018000,0,0,19945000,8112000,721000,577000,1344000
VEN_0049_1,PERF_0049,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,33,96.9697,3409000,0,684000,70000,0,10260000,7151000,749000,1604000,0,0,1864371,-4232629,22281500,22965500,13669000,-6851000,6851000,8881000,29,0.0,0.0,0.0,0.0,0.1643,0.0307,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -6851000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,situacion_critica,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,5e497db2b9616742fdbbc0f66f839f54a5f54298b2dab315b65916b4158b04b3,4163000,0,0,0,7221000,3039000,0,0,684000
VEN_0049_2,PERF_0049,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,65,96.9231,6199000,0,684000,320000,0,23217000,12833000,1670000,4673000,425000,1331000,1864371,-14149629,22281500,22540500,29416000,-17018000,17018000,16014000,60,0.0,-50616.9399,0.0999,0.0,0.095,0.0116,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -17018000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,situacion_critica,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,ca083aaa57cd1764898f8e4d509b03407c9c1b7ab576c7436540563d61501477,4413000,2790000,0,0,16852000,6365000,425000,0,684000
VEN_0049_3,PERF_0049,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,97,95.8763,8863000,0,1938000,320000,0,36174000,20871000,2786000,6250000,1122000,1738000,1864371,-23188629,22281500,23491500,45037000,-27311000,27311000,25081000,90,0.0,-21137.2726,0.1102,0.0,0.1743,0.0543,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -27311000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,situacion_critica,si,roadmap_14_mvp_estructurado_v2.0,fincoach_mvp_estructurado_v2.0,00ae81552f53f336efa742ebefcef49e8de8d6d41fe0d69c0fedee5dd8579acc,7641000,3480000,0,0,26837000,9337000,728000,394000,1938000
