transaccion_id,perfil_id,version_perfil_aplicada,fecha,descripcion_original,descripcion_normalizada,valor,moneda,direccion,tipo_movimiento,categoria_principal,subcategoria,finalidad,esencialidad,relacion_actividad,relacion_hobby,meta_relacionada,nota_usuario,es_recurrente,estado_clasificacion,estado_alcance_mvp,requiere_confirmacion,motivo_confirmacion,evidencia_contextual,confianza_objetivo,etiqueta_revisada,canal,particion,historia_financiera_controlada,es_sintetico,version_taxonomia,version_esquema,estado_ingreso_perfil,regularidad_movimiento,modalidad_ingreso_observada,categoria_confirmada_usuario,confirmacion_usuario,fuente_etiqueta,ocurrencias_previas_90d,meses_previos_con_movimiento,dias_desde_movimiento_similar,variacion_valor_previa_pct,historial_regularidad_disponible,criterio_regularidad,fuente_regularidad,regularidad_confirmada_usuario,huella_registro
TX_0053_0032,PERF_0053,perfil_estructurado_v2.0,2026-04-28,INGRESO DE TEMPORADA,ingreso de temporada,352000,COP,entrada,ingreso_generado,Trabajo independiente,trabajo por encargo,generacion_ingreso,productiva,musica_y_entretenimiento_dj,,,,no,clasificada,dentro_del_mvp,no,,actividad_cuoc:26521,0.98,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,estacional,estacional,Trabajo independiente,si,historia_controlada_y_confirmacion_usuario,8,0,7,17.12,no,modalidad_de_ingreso_observada,historia_controlada_mvp_v2,no,41a7d6b273f0c622f0126943606ae21bbf90e45d8456d3700bb8c91b11a9e872
TX_0053_0033,PERF_0053,perfil_estructurado_v2.0,2026-04-29,LABORATORIO CLINICO,laboratorio clinico,149000,COP,salida,gasto,Salud,examen,consumo_personal,esencial,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:laboratorio clinico,0.985,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Salud,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,81d96142629fdf03ef6d95c0651aab83591a960a594e8424ed69fc6f9e9b0033
TX_0053_0034,PERF_0053,perfil_estructurado_v2.0,2026-05-01,MEDICAMENTOS,medicamentos,386000,COP,salida,gasto,Salud,medicamentos,consumo_personal,esencial,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:medicamentos,0.876,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Salud,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,da42fbbeda90f23048575cc936786e827b3427ba7e429f51c9e7f36ebb2071ed
TX_0053_0035,PERF_0053,perfil_estructurado_v2.0,2026-05-02,BOLETERIA,boleteria,152000,COP,salida,gasto,Ocio,eventos,hobby,protegida,,manualidades_y_artesanias,,,no,clasificada,dentro_del_mvp,no,,hobby:manualidades_y_artesanias | descripcion:boleteria,0.88,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Ocio,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,f9fa65fc7840f19592dc77c46571c3ed7471c1742fd5596f25691360376aaba1
TX_0053_0036,PERF_0053,perfil_estructurado_v2.0,2026-05-02,APOYO FAMILIAR,apoyo familiar,241000,COP,salida,transferencia_apoyo,Transferencias y apoyo,ayuda,apoyo_terceros,compromiso,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:apoyo familiar,0.869,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Transferencias y apoyo,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,recurrencia_de_apoyo_observada,historia_controlada_mvp_v2,no,ca4a94339664efaf78ad90b8c9b5afd0122afff14e1f6b5418d74ec5ce3acd16
TX_0053_0039,PERF_0053,perfil_estructurado_v2.0,2026-05-05,PAGO ARRIENDO,pago arriendo,1451000,COP,salida,gasto,Vivienda,arriendo,consumo_personal,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:pago arriendo,0.941,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,fijo,,Vivienda,si,historia_controlada_y_confirmacion_usuario,1,1,32,,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,1c1d70278bd7fa89798ba7a1017c4ab089de729b9d8177f820e00423e37f9cd1
TX_0053_0040,PERF_0053,perfil_estructurado_v2.0,2026-05-06,RECARGA TRANSPORTE,recarga transporte,499000,COP,salida,gasto,Transporte,público,consumo_personal,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:recarga transporte,0.883,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Transporte,si,historia_controlada_y_confirmacion_usuario,1,1,26,,si,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,893f8e6e2d54f3b1c3a46637334d993da045a48dec1b38a2c1ade377add4ce0a
TX_0053_0041,PERF_0053,perfil_estructurado_v2.0,2026-05-06,COMPRA CABLE AUDIO,compra cable audio,319000,COP,salida,gasto,Inversión productiva,herramientas,laboral,productiva,musica_y_entretenimiento_dj,,,,si,clasificada,dentro_del_mvp,no,,actividad:musica_y_entretenimiento_dj | descripcion:compra cable audio,0.965,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Inversión productiva,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,286d2a17381796733febb9f493b574bce0d3dcbc024a764b839baa0e0e3e4121
TX_0053_0042,PERF_0053,perfil_estructurado_v2.0,2026-05-07,ESTACION SERVICIO,estacion servicio,241000,COP,salida,gasto,Transporte,combustible,consumo_mixto,mixta,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:estacion servicio,0.951,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Transporte,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,3e532ccd3b722847abd78889d25f110aede020445e41532f35e511a2757509be
TX_0053_0043,PERF_0053,perfil_estructurado_v2.0,2026-05-07,DEVOLUCION COMPRA,devolucion compra,170000,COP,entrada,devolucion,Devoluciones y reembolsos,devolución de compra,recuperacion_de_gasto,neutral,,,,,no,clasificada,dentro_del_mvp,no,,descripcion_bancaria_explicita_y_caso_sintetico_controlado,0.97,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,estacional,Devoluciones y reembolsos,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,modalidad_de_ingreso_observada,historia_controlada_mvp_v2,no,cf5d012ffda635aab1de41c2da021c5e12f175daf424a1e31bb634a93c1ca568
TX_0053_0044,PERF_0053,perfil_estructurado_v2.0,2026-05-08,FACTURA ENERGIA,factura energia,394000,COP,salida,gasto,Servicios,energía,consumo_personal,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:factura energia,0.957,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,fijo,,Servicios,si,historia_controlada_y_confirmacion_usuario,1,1,23,,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,75e995495c9782c3f31d2e3963368cf547f2dfc7321c30306409f1ba430c3850
TX_0053_0045,PERF_0053,perfil_estructurado_v2.0,2026-05-10,HERRAMIENTA EDUCATIVA,herramienta educativa,112000,COP,salida,gasto,Educación,herramientas,laboral,productiva,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:herramienta educativa,0.962,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Educación,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,073c0605bc31bce3f285b91d01a97ea5d9feb7a1013ad0bd93d7b289f3ad03f3
TX_0053_0046,PERF_0053,perfil_estructurado_v2.0,2026-05-11,JUEGO DIGITAL,juego digital,201000,COP,salida,gasto,Ocio,juegos,hobby,protegida,,manualidades_y_artesanias,,,si,clasificada,dentro_del_mvp,no,,hobby:manualidades_y_artesanias | descripcion:juego digital,0.966,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Ocio,si,historia_controlada_y_confirmacion_usuario,1,1,23,,si,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,81193a95a419da3876b862f233747488ca756fbdfd3f00a557801b9a31d50d6d
TX_0053_0047,PERF_0053,perfil_estructurado_v2.0,2026-05-12,FACTURA ENERGIA,factura energia,332000,COP,salida,gasto,Servicios,energía,consumo_personal,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:factura energia,0.902,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,fijo,,Servicios,si,historia_controlada_y_confirmacion_usuario,2,1,4,57.6,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,11bf8730d51505c10cc2b8afdef43aa84e04f9117cfa91742d9d7b85799795eb
TX_0053_0048,PERF_0053,perfil_estructurado_v2.0,2026-05-12,TIENDA VIDEOJUEGOS,tienda videojuegos,243000,COP,salida,gasto,Ocio,juegos,hobby,protegida,,manualidades_y_artesanias,,,no,clasificada,dentro_del_mvp,no,,hobby:manualidades_y_artesanias | descripcion:tienda videojuegos,0.919,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Ocio,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,5a29c8c497b3bfbe0e9c78fea653bca759af903c525c9f47ae66792753dd4596
TX_0053_0049,PERF_0053,perfil_estructurado_v2.0,2026-05-14,SUPERMERCADO,supermercado,390000,COP,salida,gasto,Alimentación,mercado,consumo_personal,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:supermercado,0.939,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Alimentación,si,historia_controlada_y_confirmacion_usuario,1,1,40,,si,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,00840b67d04a3e7a3da1fe92e4349346f49b0154706a2bc6d6d641a375b65942
TX_0053_0050,PERF_0053,perfil_estructurado_v2.0,2026-05-14,ENTRADA EVENTO,entrada evento,272000,COP,salida,gasto,Ocio,eventos,hobby,protegida,,manualidades_y_artesanias,,,no,clasificada,dentro_del_mvp,no,,hobby:manualidades_y_artesanias | descripcion:entrada evento,0.947,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Ocio,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,9ef5a7bb55785d70312d188faa3c4b06b1f82727e538890ac1001e6750b286e3
TX_0053_0051,PERF_0053,perfil_estructurado_v2.0,2026-05-15,FACTURA INTERNET,factura internet,363000,COP,salida,gasto,Servicios,internet,consumo_mixto,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:factura internet,0.944,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,fijo,,Servicios,si,historia_controlada_y_confirmacion_usuario,2,1,33,6.25,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,0e5a77b100e693dae58b046dfbb05cdaffca2c0f10d21bd0298d254706b0a283
TX_0053_0052,PERF_0053,perfil_estructurado_v2.0,2026-05-15,LICENCIA SOFTWARE DJ,licencia software dj,381000,COP,salida,gasto,Inversión productiva,creación o ampliación de proyectos,laboral,productiva,musica_y_entretenimiento_dj,,,,si,clasificada,dentro_del_mvp,no,,actividad:musica_y_entretenimiento_dj | descripcion:licencia software dj,0.963,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,fijo,,Inversión productiva,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,0a5a89f4c48874b384ad6e606d79288219f70cad0555effde8608d30b4ee91ca
TX_0053_0054,PERF_0053,perfil_estructurado_v2.0,2026-05-17,REPUESTO TRANSPORTE,repuesto transporte,151000,COP,salida,gasto,Transporte,mantenimiento,consumo_mixto,mixta,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:repuesto transporte,0.864,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Transporte,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,67afaffe5f7fb8c2a8783eaa8a10f34cb0e3a917a2d8f6bdd68848f72d02682f
TX_0053_0055,PERF_0053,perfil_estructurado_v2.0,2026-05-17,EXAMEN MEDICO,examen medico,411000,COP,salida,gasto,Salud,examen,consumo_personal,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:examen medico,0.984,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Salud,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,2e08e3b6dab28ae0476d4dca4e2fe095f5b4835de45676bd1acd4581462c3543
TX_0053_0056,PERF_0053,perfil_estructurado_v2.0,2026-05-19,TRANSMILENIO,transmilenio,325000,COP,salida,gasto,Transporte,público,consumo_personal,esencial,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:transmilenio,0.879,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Transporte,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,1431f3c3f61af4f5182478ed16eabf6052b95d644363f4603e9f5673766f39a7
TX_0053_0057,PERF_0053,perfil_estructurado_v2.0,2026-05-19,MATRICULA CURSO,matricula curso,223000,COP,salida,gasto,Educación,matrícula,consumo_personal,compromiso,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:matricula curso,0.878,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Educación,si,historia_controlada_y_confirmacion_usuario,2,1,44,13.74,si,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,5fa446bf591a998d139d06a9bbdb74558e43d016a4a4d21fa434b3436746585d
TX_0053_0058,PERF_0053,perfil_estructurado_v2.0,2026-05-23,ENTRADA EVENTO,entrada evento,274000,COP,salida,gasto,Ocio,eventos,hobby,protegida,,manualidades_y_artesanias,,,no,clasificada,dentro_del_mvp,no,,hobby:manualidades_y_artesanias | descripcion:entrada evento,0.882,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Ocio,si,historia_controlada_y_confirmacion_usuario,1,0,9,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,6b7bf47c6e1badf3b810e817e7dfa5330001caf5f8c635ce8c50dea3de5431e2
TX_0053_0059,PERF_0053,perfil_estructurado_v2.0,2026-05-24,CONSULTA MEDICA,consulta medica,314000,COP,salida,gasto,Salud,consulta,consumo_personal,esencial,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:consulta medica,0.918,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Salud,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,8aae46f96e9b6dfcb2fec4ab8822b035ac66f798387ea2fa67fcd425cb4aa5de
TX_0053_0060,PERF_0053,perfil_estructurado_v2.0,2026-05-27,LIBRO DIGITAL,libro digital,215000,COP,salida,gasto,Educación,libros,consumo_mixto,productiva,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:libro digital,0.905,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Educación,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,acb056051bddb77fbf3928c6e19a209e21c1611999eeda874cfd6bd47828dad0
TX_0053_0061,PERF_0053,perfil_estructurado_v2.0,2026-05-28,PAGO INSTITUCION,pago institucion,449000,COP,salida,gasto,Educación,matrícula,consumo_personal,compromiso,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:pago institucion,0.896,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,fijo,,Educación,si,historia_controlada_y_confirmacion_usuario,2,1,49,8.06,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,a677642f61bcea496e0340fee6cd548004f40a89d1c2c3939ce8fadd7a13f7fc
TX_0053_0064,PERF_0053,perfil_estructurado_v2.0,2026-05-30,TALLER ARTESANIAS,taller artesanias,234000,COP,salida,gasto,Ocio,eventos,hobby,protegida,,manualidades_y_artesanias,,,si,clasificada,dentro_del_mvp,no,,hobby:manualidades_y_artesanias | descripcion:taller artesanias,0.903,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Ocio,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,b419c982a5977185c22bb9d20a6c66291990f0d5b3a6159f6486399b3efe046a
TX_0053_0065,PERF_0053,perfil_estructurado_v2.0,2026-05-31,APP DOMICILIO COMIDA,app domicilio comida,301000,COP,salida,gasto,Alimentación,domicilio,consumo_personal,discrecional,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:app domicilio comida,0.958,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Alimentación,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,abec9132be15f0d0c073efa22cbe2bd6150f85475a75128d1a4036594788db6f
TX_0053_0066,PERF_0053,perfil_estructurado_v2.0,2026-06-01,DEBITO COMERCIO,debito comercio,147000,COP,salida,gasto,Otra / ambigua,sin información suficiente,indeterminado,indeterminada,,,,,no,ambigua,dentro_del_mvp,si,uso_personal_o_laboral_no_resoluble_por_el_texto_bancario,descripcion:debito comercio,0.453,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Otra / ambigua,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,a41201a1f10d3263f711b9950c4ab9e90649bed291a23c44e94cdd7b5fd05b25
TX_0053_0067,PERF_0053,perfil_estructurado_v2.0,2026-06-01,SEGURO SALUD,seguro salud,406000,COP,salida,gasto,Salud,seguro,consumo_personal,esencial,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:seguro salud,0.907,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,fijo,,Salud,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,e03851aae30b65aa115b42bb558d9787ffa1600806576b737a7a20bf296c0d75
TX_0053_0068,PERF_0053,perfil_estructurado_v2.0,2026-06-02,LIBRERIA,libreria,211000,COP,salida,gasto,Educación,libros,consumo_mixto,productiva,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:libreria,0.912,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Educación,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,89175beb7045c20fab456a18e6946b17bd56e9aa7f1afe8731ad688e818dbb93
TX_0053_0069,PERF_0053,perfil_estructurado_v2.0,2026-06-03,PAGO ARRIENDO,pago arriendo,1298000,COP,salida,gasto,Vivienda,arriendo,consumo_personal,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:pago arriendo,0.9,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,fijo,,Vivienda,si,historia_controlada_y_confirmacion_usuario,2,2,29,36.56,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,cdf72fe3629007e0a62636e3caceccb575a188be23d3138b3cbb56679292bb2d
TX_0053_0070,PERF_0053,perfil_estructurado_v2.0,2026-06-03,LIBRO DIGITAL,libro digital,148000,COP,salida,gasto,Educación,libros,consumo_mixto,productiva,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:libro digital,0.961,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Educación,si,historia_controlada_y_confirmacion_usuario,1,1,7,,si,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,d8be11ca7d8f30841de678331554f1127ded5cb4a184e4ea7b331a452c8b5ab3
TX_0053_0071,PERF_0053,perfil_estructurado_v2.0,2026-06-05,COMPRA CABLE AUDIO,compra cable audio,581000,COP,salida,gasto,Inversión productiva,creación o ampliación de proyectos,laboral,productiva,musica_y_entretenimiento_dj,,,,si,clasificada,dentro_del_mvp,no,,actividad:musica_y_entretenimiento_dj | descripcion:compra cable audio,0.926,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Inversión productiva,si,historia_controlada_y_confirmacion_usuario,1,1,30,,si,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,e30542abed7eb1d6a08f6b5cd5b1b1892ce2f83dfa0e38ee28cf6fa7f78d0528
TX_0053_0072,PERF_0053,perfil_estructurado_v2.0,2026-06-06,LICENCIA SOFTWARE DJ,licencia software dj,493000,COP,salida,gasto,Inversión productiva,creación o ampliación de proyectos,laboral,productiva,musica_y_entretenimiento_dj,,,,si,clasificada,dentro_del_mvp,no,,actividad:musica_y_entretenimiento_dj | descripcion:licencia software dj,0.936,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,fijo,,Inversión productiva,si,historia_controlada_y_confirmacion_usuario,1,1,22,,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,35a99e2a748057a8fa3a0e63e9bf8a54f94626679aed3c441404bae724074be5
TX_0053_0073,PERF_0053,perfil_estructurado_v2.0,2026-06-08,SUPERMERCADO,supermercado,438000,COP,salida,gasto,Alimentación,mercado,consumo_personal,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:supermercado,0.87,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Alimentación,si,historia_controlada_y_confirmacion_usuario,2,2,25,60.16,si,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,7fa463027b92cd222862f844c0ac3c4cdfe1a9e248d15f40f2301785cc3ad0b9
TX_0053_0074,PERF_0053,perfil_estructurado_v2.0,2026-06-08,TIENDA DE HILOS,tienda de hilos,151000,COP,salida,gasto,Ocio,eventos,hobby,protegida,,manualidades_y_artesanias,,,no,clasificada,dentro_del_mvp,no,,hobby:manualidades_y_artesanias | descripcion:tienda de hilos,0.868,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Ocio,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,834fdf38a9437304d13b0e6bf5f8e0ca059399a4d3ed5daa1afa92fe9fd97d63
TX_0053_0075,PERF_0053,perfil_estructurado_v2.0,2026-06-08,TALLER ARTESANIAS,taller artesanias,94000,COP,salida,gasto,Ocio,eventos,hobby,protegida,,manualidades_y_artesanias,,,si,clasificada,dentro_del_mvp,no,,hobby:manualidades_y_artesanias | descripcion:taller artesanias,0.864,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,variable,,Ocio,si,historia_controlada_y_confirmacion_usuario,1,1,9,,si,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,d4264512370449a9aafbf78890d7750a093ff844dfe9730e06eb7fe73648dc41
TX_0053_0076,PERF_0053,perfil_estructurado_v2.0,2026-06-08,FACTURA GAS,factura gas,227000,COP,salida,gasto,Servicios,gas,consumo_personal,esencial,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:factura gas,0.967,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,fijo,,Servicios,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,88cb004c5c20b6f0b80858d53676bf1dcd23d847589c00d388798581561610bf
TX_0053_0077,PERF_0053,perfil_estructurado_v2.0,2026-06-10,INGRESO DE TEMPORADA,ingreso de temporada,468000,COP,entrada,ingreso_generado,Trabajo independiente,trabajo por encargo,generacion_ingreso,productiva,musica_y_entretenimiento_dj,,,,no,clasificada,dentro_del_mvp,no,,actividad_cuoc:26521,0.98,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,estacional,estacional,Trabajo independiente,si,historia_controlada_y_confirmacion_usuario,9,1,43,23.05,si,modalidad_de_ingreso_observada,historia_controlada_mvp_v2,no,2f3c3bd1f5cebede0810c7a08b9717dd358432e17716baac37e8ba9ac01c42fb
TX_0053_0078,PERF_0053,perfil_estructurado_v2.0,2026-06-12,FACTURA INTERNET,factura internet,277000,COP,salida,gasto,Servicios,internet,consumo_mixto,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:factura internet,0.928,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,fijo,,Servicios,si,historia_controlada_y_confirmacion_usuario,3,2,28,53.78,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,66bdf3a66e390085db9368a35309539626735c1a2c0c380634d18e13b54dd68d
TX_0053_0079,PERF_0053,perfil_estructurado_v2.0,2026-06-12,FACTURA ENERGIA,factura energia,462000,COP,salida,gasto,Servicios,energía,consumo_personal,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:factura energia,0.888,si,bancario,train,uso_planificado_reserva,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,estacional,fijo,,Servicios,si,historia_controlada_y_confirmacion_usuario,3,2,31,44.63,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,ce8ab85f8582b2b80412e879d413fda4ccaaf23135a35ffc8ed9ff4e416b280b
