perfil_id,direccion,semanas_observadas,transacciones_observadas,promedio_semanal,pendiente_semanal,cambio_relativo_pct,estado_tendencia,nivel_incertidumbre
PERF_0178,salida,13,79,1942615.38,32214.29,19.9,estabilidad_observada,media
PERF_0178,entrada,12,13,1144833.33,33076.92,31.78,aumento_observado,media
PERF_0179,salida,14,86,1199500.0,44454.95,48.18,aumento_observado,media
PERF_0179,entrada,13,8,588538.46,-38494.51,-78.49,disminucion_observada,media
PERF_0180,entrada,10,7,243200.0,5939.39,21.98,estabilidad_observada,media
PERF_0180,salida,13,56,1433615.38,19093.41,15.98,estabilidad_observada,media
PERF_0181,salida,14,76,3485714.29,24562.64,9.16,estabilidad_observada,media
PERF_0181,entrada,1,1,1169000.0,,,evidencia_insuficiente,alta
PERF_0182,salida,13,58,2094153.85,-3906.59,-2.24,estabilidad_observada,media
PERF_0182,entrada,13,34,770230.77,-637.36,-0.99,estabilidad_observada,media
PERF_0183,salida,14,64,556928.57,-22978.02,-53.64,disminucion_observada,media
PERF_0183,entrada,12,34,1121333.33,93965.03,92.18,aumento_observado,media
PERF_0184,entrada,13,12,1621923.08,-18412.09,-13.62,estabilidad_observada,media
PERF_0184,salida,14,86,1344000.0,-34338.46,-33.21,disminucion_observada,media
PERF_0185,salida,14,69,1048571.43,-23116.48,-28.66,disminucion_observada,media
PERF_0185,entrada,10,4,161000.0,,,evidencia_insuficiente,alta
PERF_0186,salida,14,83,1869000.0,51960.44,36.14,aumento_observado,media
PERF_0186,entrada,14,17,1106785.71,13118.68,15.41,estabilidad_observada,media
PERF_0187,salida,14,59,1096642.86,12912.09,15.31,estabilidad_observada,media
PERF_0187,entrada,12,3,31666.67,,,evidencia_insuficiente,alta
PERF_0188,salida,14,86,2115071.43,2002.2,1.23,estabilidad_observada,media
PERF_0188,entrada,13,7,1314615.38,69978.02,63.88,aumento_observado,media
PERF_0189,salida,14,80,1514000.0,-5582.42,-4.79,estabilidad_observada,media
PERF_0189,entrada,12,10,621083.33,66996.5,118.66,aumento_observado,media
PERF_0190,salida,13,74,878769.23,3417.58,4.67,estabilidad_observada,media
PERF_0190,entrada,13,22,1518538.46,146994.51,116.16,aumento_observado,media
PERF_0191,salida,13,80,1626692.31,-25983.52,-19.17,estabilidad_observada,media
PERF_0191,entrada,13,12,1842307.69,15005.49,9.77,estabilidad_observada,media
PERF_0192,salida,13,73,1593615.38,26554.95,20.0,estabilidad_observada,media
PERF_0192,entrada,12,25,1286916.67,-62311.19,-53.26,disminucion_observada,media
PERF_0193,salida,13,66,1500461.54,133225.27,106.55,aumento_observado,media
PERF_0193,entrada,13,25,911000.0,-20005.49,-26.35,disminucion_observada,media
PERF_0194,salida,14,89,1656785.71,8472.53,6.65,estabilidad_observada,media
PERF_0194,entrada,12,11,1723416.67,26129.37,16.68,estabilidad_observada,media
PERF_0195,entrada,13,17,461076.92,-14516.48,-37.78,disminucion_observada,media
PERF_0195,salida,14,66,1227500.0,-19290.11,-20.43,estabilidad_observada,media
PERF_0196,salida,14,82,2846714.29,-39076.92,-17.85,estabilidad_observada,media
PERF_0196,entrada,14,18,988142.86,-11485.71,-15.11,estabilidad_observada,media
PERF_0197,salida,13,59,1510153.85,-41631.87,-33.08,disminucion_observada,media
PERF_0197,entrada,10,4,513600.0,,,evidencia_insuficiente,alta
PERF_0198,salida,14,91,1296214.29,-41505.49,-41.63,disminucion_observada,media
PERF_0198,entrada,12,5,1684000.0,215706.29,140.9,aumento_observado,media
PERF_0199,salida,14,81,626857.14,-50958.24,-105.68,disminucion_observada,media
PERF_0199,entrada,11,11,1428727.27,30718.18,21.5,estabilidad_observada,media
PERF_0200,salida,14,54,1318500.0,41624.18,41.04,aumento_observado,media
PERF_0200,entrada,13,6,170769.23,-11428.57,-80.31,disminucion_observada,media
