ventana_id,perfil_id,estado_alcance_mvp,fecha_corte,periodo_desde,periodo_hasta,tipo_ventana,dias_observados,transacciones_observadas,porcentaje_transacciones_clasificables,ingresos_generados,apoyos_recibidos,prestamos_recibidos,devoluciones_y_reembolsos,otros_recursos_recibidos,gastos_totales,gastos_esenciales,gastos_hobbies,inversion_productiva,pagos_deuda,transferencias_propias,liquidez_inicial,liquidez_final,deuda_inicial,deuda_final,actividad_A,balance_operativo_B,presion_deficit_Q,caida_maxima_M,tiempo_sin_recuperar_U_dias,recuperacion_R,curvatura_K,variabilidad_ingresos_V,cobertura_esencial_L_meses,dependencia_externa_X,crecimiento_deuda_J,estado_trayectoria,estado_calculo,calidad_datos,nivel_incertidumbre,factores_positivos,factores_atencion,informacion_faltante,explicacion_periodo,fuente_etiqueta,particion,historia_financiera_controlada,es_sintetico,version_metodologia,version_esquema,huella_registro,ingresos_fijos,ingresos_variables,ingresos_estacionales,periodos_sin_ingreso,gastos_fijos,gastos_variables,pagos_capital,pagos_intereses,nueva_deuda
VEN_0030_2,PERF_0030,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,48,97.9167,0,0,0,110000,0,4796000,2913000,128000,1362000,0,136000,5180030,494030,0,0,4796000,-4796000,4796000,4686000,60,0.0954,1310.3825,0.0,0.3392,0.0,0.0,fragilidad_sostenida,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -4796000 COP y una cobertura estimada de 0.34 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,equilibrio_sostenible,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,02d7135c22989bc12e177b5be752b8731a2967ae9d44bdad89313890e856f3e3,0,110000,0,2,1899000,2897000,0,0,0
VEN_0030_3,PERF_0030,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,72,98.6111,0,236000,0,110000,0,7194000,4072000,264000,2286000,0,272000,5180030,-1667970,0,0,7430000,-6958000,6958000,6848000,90,0.0,2161.4124,0.0,0.0,0.6821,0.0,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -6958000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,equilibrio_sostenible,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,1b2375358da6b4fa6e20c05bc289b7514276ff8ae892a7ffc0f4545b3f8b063d,0,346000,0,3,2797000,4397000,0,0,0
VEN_0031_1,PERF_0031,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,32,96.875,1920000,0,0,0,0,5961000,3271000,502000,905000,772000,211000,16253535,12212535,2322931,2106931,7881000,-4041000,4041000,4626000,25,0.7253,0.0,0.0,3.7336,0.0,-0.093,uso_planificado_reserva,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -4041000 COP y una cobertura estimada de 3.73 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,variable_resiliente,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,283a06a4eb50db3dac48eb50b3339d02afc8d6fac584b56b637cb1d8b1ea92a8,1920000,0,0,0,3253000,2708000,216000,556000,0
VEN_0031_2,PERF_0031,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,65,95.3846,6946000,438000,0,0,0,13946000,6622000,675000,2668000,2297000,356000,16253535,9691535,2322931,1255931,21330000,-6562000,6562000,8565000,56,0.5756,27126.2295,0.4472,2.9271,0.0593,-0.4593,uso_planificado_reserva,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -6562000 COP y una cobertura estimada de 2.93 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,variable_resiliente,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,f46ef0bb44bfaab50f9de0adf6287b6927161328fce091df8016fdaf7588d2ec,6946000,438000,0,0,8449000,5497000,1067000,1230000,0
VEN_0031_3,PERF_0031,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,99,95.9596,13838000,438000,0,100000,0,21931000,11953000,1166000,3469000,2578000,513000,16253535,8698535,2322931,974931,36207000,-7655000,7655000,10474000,86,0.5166,23452.8914,0.4446,2.1832,0.0305,-0.5803,uso_planificado_reserva,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -7655000 COP y una cobertura estimada de 2.18 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,variable_resiliente,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,400b9edf8ebda51c54b3b311c1048a090d801049e4899df3ef93f844928c8fbf,13838000,538000,0,0,12927000,9004000,1348000,1230000,0
VEN_0032_1,PERF_0032,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,28,96.4286,1180000,132000,0,0,0,2310000,1530000,283000,214000,0,0,7969194,6971194,0,0,3622000,-998000,998000,1587000,25,0.8146,0.0,0.0,4.5563,0.1006,0.0,uso_planificado_reserva,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -998000 COP y una cobertura estimada de 4.56 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,test,uso_planificado_reserva,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,cb5326c317619caf1f8875779bfec1baab22ad7f6b42f5feac6b0bd48516b30c,1180000,132000,0,0,1137000,1173000,0,0,0
VEN_0032_2,PERF_0032,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,57,92.9825,2360000,132000,0,0,0,8386000,5304000,551000,1199000,0,134000,7969194,2075194,0,0,10878000,-5894000,5894000,6483000,56,0.2425,-63356.2842,0.0,0.7825,0.053,0.0,deterioro_reciente,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -5894000 COP y una cobertura estimada de 0.78 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,test,uso_planificado_reserva,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,0647ebca5ae50fb929825775565827ac9719793e363b69f2d1221319505b64fc,2360000,132000,0,0,4178000,4208000,0,0,0
VEN_0032_3,PERF_0032,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,86,95.3488,3540000,295000,0,0,0,14462000,9416000,1056000,1923000,0,678000,7969194,-2657806,0,0,18297000,-10627000,10627000,11216000,86,0.0,-20157.269,0.0,0.0,0.0769,0.0,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -10627000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,test,uso_planificado_reserva,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,249a3e333d4288a56c18bc60505042966a9045751865cf1c814fefa1295fa720,3540000,295000,0,0,7062000,7400000,0,0,0
VEN_0033_1,PERF_0033,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,33,100.0,3041000,0,0,0,0,2738000,1671000,148000,596000,0,87000,7152554,7455554,0,0,5779000,303000,0,684000,15,0.9681,0.0,0.0,4.4617,0.0,0.0,acumulacion_estable,calculado,alta,baja,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de 303000 COP y una cobertura estimada de 4.46 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,deterioro_reciente,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,3b414f1a4db704d6fd770754a162edf635794660db9fdd5a1ba20003875cfc89,3041000,0,0,0,1233000,1505000,0,0,0
VEN_0033_2,PERF_0033,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,66,95.4545,5832000,0,0,230000,0,5476000,3177000,604000,776000,0,167000,7152554,7738554,0,0,11308000,356000,0,1229000,5,0.9742,-4263.9344,0.0429,4.8716,0.0,0.0,acumulacion_estable,calculado,alta,baja,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de 356000 COP y una cobertura estimada de 4.87 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,deterioro_reciente,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,4c42c52e23e4fbfaf50176ff7e7de401bd3d5b5db7613c0b9583e4af16c2d36a,5832000,230000,0,0,2256000,3220000,0,0,0
VEN_0033_3,PERF_0033,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,98,94.898,8169000,0,0,400000,0,9453000,5449000,865000,1769000,0,402000,7152554,6268554,0,0,17622000,-1284000,1284000,2810000,23,0.6905,-19945.9557,0.107,3.4512,0.0,0.0,uso_planificado_reserva,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -1284000 COP y una cobertura estimada de 3.45 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,deterioro_reciente,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,096b09d0f6e292d9ab1e5702ddf4f682f7df18e301e15701a5859818ab09f40d,8169000,400000,0,0,3736000,5717000,0,0,0
VEN_0034_1,PERF_0034,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,30,100.0,4732000,0,0,70000,0,7954000,3934000,607000,1323000,302000,749000,1168717,-1983283,18397463,18095463,12686000,-3222000,3222000,5022000,29,0.0,0.0,0.0,0.0,0.0,-0.0164,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -3222000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,fragilidad_sostenida,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,b37ffec84af583d699220016b738a63a12955170643f94ed9848ac0a98ddb835,0,70000,4732000,0,3263000,4691000,302000,0,0
VEN_0034_2,PERF_0034,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,50,100.0,4732000,0,0,70000,0,18106000,10070000,1002000,2830000,302000,1355000,1168717,-12135283,18397463,18095463,22838000,-13374000,13374000,13304000,60,0.0,-111845.9016,1.0,0.0,0.0,-0.0164,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -13374000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,fragilidad_sostenida,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,b80a0eb1df02e90d6cd61b1b30d9633cecce72b215c26bcdac9dfe2e6a561cac,0,70000,4732000,1,7928000,10178000,302000,0,0
VEN_0034_3,PERF_0034,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,80,98.75,8072000,0,677000,240000,0,28258000,16437000,1581000,3256000,2070000,2169000,1168717,-18100283,18397463,18772463,36330000,-20186000,20186000,20325000,90,0.0,-2578.2742,0.738,0.0,0.0753,0.0204,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -20186000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,fragilidad_sostenida,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,797fb2c9c9a56d7b68ad1eccd69a0c8fea4c7eb5457e52da598cc47a6cee4a52,0,917000,8072000,1,14221000,14037000,302000,1768000,677000
VEN_0035_1,PERF_0035,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,30,100.0,718000,0,216000,160000,0,3240000,1669000,202000,167000,409000,491000,538243,-1607757,3072926,2993926,3958000,-2522000,2522000,2146000,26,0.0,0.0,0.0,0.0,0.1974,-0.0257,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -2522000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,situacion_critica,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,59e016052cb053732c268713a60a2bd7d9e12d4437cb1adbf1322c9f485db48a,1094000,0,0,0,1851000,1389000,295000,114000,216000
VEN_0035_2,PERF_0035,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,63,100.0,1972000,0,612000,310000,0,7332000,3506000,344000,1105000,776000,981000,538243,-3899757,3072926,3389926,9304000,-5360000,5360000,4534000,57,0.0,-3802.1858,0.2718,0.0,0.2115,0.1032,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -5360000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,situacion_critica,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,880affd1c5ba669042ddd74df9772c6caa3d1529b73310565c9e2792d67661c7,2894000,0,0,0,4055000,3277000,295000,481000,612000
VEN_0035_3,PERF_0035,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,96,98.9583,3233000,0,1008000,310000,0,11424000,6142000,713000,1440000,1033000,1132000,538243,-6334757,3072926,3785926,14657000,-8191000,8191000,7062000,87,0.0,-2142.1366,0.236,0.0,0.2215,0.232,situacion_critica,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -8191000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,situacion_critica,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,722615b9bf746a4e0908759ad0430d0f18fd544e06d1f931618dfbe427bd4020,4551000,0,0,0,6237000,5187000,295000,738000,1008000
VEN_0036_1,PERF_0036,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,33,100.0,7596000,0,1185000,0,0,4362000,2711000,316000,650000,120000,0,13031859,17450859,7289869,8354869,11958000,3234000,0,1398000,10,0.9802,0.0,0.0,6.4371,0.135,0.1461,acumulacion_estable,calculado,alta,baja,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de 3234000 COP y una cobertura estimada de 6.44 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,acumulacion_estable,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,d7b763a3ba74e3518a87b6ebf92b9ec4c6f8a16df4f1a4915106bc3799357a43,0,1185000,7596000,0,1936000,2426000,120000,0,1185000
VEN_0036_2,PERF_0036,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,60,98.3333,7596000,0,1185000,0,0,8724000,5430000,802000,993000,489000,146000,13031859,13088859,7289869,7985869,16320000,-1128000,1128000,4715000,41,0.7352,-126291.8033,1.0,4.8209,0.135,0.0955,deterioro_reciente,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -1128000 COP y una cobertura estimada de 4.82 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,acumulacion_estable,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,bf068da9612af6688ee2071db101421e289c23feb25414585d5f3b1b135ae451,0,1185000,7596000,1,3881000,4843000,489000,0,1185000
VEN_0036_3,PERF_0036,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,92,97.8261,15057000,0,2142000,0,0,13086000,7861000,987000,1853000,693000,279000,13031859,17144859,7289869,8942869,28143000,1971000,0,6514000,12,0.9184,40151.1439,0.7072,6.543,0.1245,0.2268,variable_resiliente,calculado,alta,baja,balance_no_negativo,sin_factor_dominante,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 1971000 COP y una cobertura estimada de 6.54 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,acumulacion_estable,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,28fe1916828eadd1851d79176a62c328235f54930a418574d1e399c5de304675,0,2142000,15057000,1,5827000,7259000,489000,204000,2142000
VEN_0037_1,PERF_0037,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,29,100.0,6241000,0,0,0,0,7767000,3737000,361000,727000,1611000,387000,2444781,918781,17624813,17271813,14008000,-1526000,1526000,3996000,29,0.3758,0.0,0.0,0.2459,0.0,-0.02,fragilidad_sostenida,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -1526000 COP y una cobertura estimada de 0.25 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,equilibrio_sostenible,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,02df5efbffd9b6d2c606ff2bb57488f78a4ba7b74e888582be600b09df001345,6241000,0,0,0,4704000,3063000,353000,1258000,0
VEN_0037_2,PERF_0037,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,61,98.3607,15141000,0,2320000,0,0,15534000,9340000,830000,727000,2698000,387000,2444781,4371781,17624813,19332813,30675000,-393000,393000,3996000,0,1.0,44424.0437,0.1756,0.9361,0.1329,0.0969,fragilidad_sostenida,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -393000 COP y una cobertura estimada de 0.94 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,equilibrio_sostenible,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,84b8b0b2663f1d09b7033c4ee99210fa494c3faf6d691006f9aabad6452e0c8c,15141000,2320000,0,0,9984000,5550000,612000,2086000,2320000
VEN_0037_3,PERF_0037,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,93,97.8495,23912000,0,2320000,140000,0,23301000,12994000,1098000,3158000,2945000,1069000,2444781,5515781,17624813,19085813,47213000,611000,0,3996000,2,0.9586,13156.9087,0.1536,1.2735,0.088,0.0829,variable_resiliente,calculado,alta,baja,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 611000 COP y una cobertura estimada de 1.27 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,equilibrio_sostenible,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,adf6f05a9443d0ed1c67f334338f93ec876175f661f232ee04ae7004af1604fd,23912000,2460000,0,0,15022000,8279000,859000,2086000,2320000
VEN_0038_1,PERF_0038,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,34,97.0588,5120000,0,0,0,412000,6563000,4205000,635000,692000,0,298000,17324598,16293598,14536777,14536777,11683000,-1443000,1443000,4174000,25,0.7961,0.0,0.0,3.8748,0.0745,0.0,uso_planificado_reserva,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de -1443000 COP y una cobertura estimada de 3.87 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,variable_resiliente,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,1cb5fa7aa24ac63be6edb9eb0d5dd92288e6e4c91cee6bcf9192e67d5d1a0d61,5120000,412000,0,0,3444000,3119000,0,0,0
VEN_0038_2,PERF_0038,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,67,95.5224,10240000,0,0,0,412000,15354000,8523000,893000,1274000,872000,2227000,17324598,12622598,14536777,14536777,25594000,-5114000,5114000,7845000,56,0.6167,-35736.0656,0.0,2.962,0.0387,0.0,uso_planificado_reserva,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -5114000 COP y una cobertura estimada de 2.96 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,variable_resiliente,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,e34916f6b0dce10acc77f197dd7f8f83dc98ad0e58320540bf9bd62fdaf24d92,10240000,412000,0,0,8564000,6790000,0,872000,0
VEN_0038_3,PERF_0038,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,100,94.0,15360000,0,0,190000,1109000,24145000,13133000,1718000,2814000,872000,3051000,17324598,9838598,14536777,14536777,39505000,-8785000,8785000,11035000,86,0.4807,-12702.396,0.0,2.2475,0.0666,0.0,uso_planificado_reserva,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -8785000 COP y una cobertura estimada de 2.25 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,train,variable_resiliente,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,b8445268ee5c78942a85a265056b3ae184caedc8d2ed0f0d778d96ffcbb1fca6,15360000,1299000,0,0,12986000,11159000,0,872000,0
VEN_0039_1,PERF_0039,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,33,100.0,5636000,0,0,190000,0,3724000,1946000,373000,618000,311000,133000,14892633,16994633,12240642,12097642,9360000,1912000,0,2834000,29,0.8571,0.0,0.0,8.7331,0.0,-0.0117,acumulacion_estable,calculado,alta,baja,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de 1912000 COP y una cobertura estimada de 8.73 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,test,uso_planificado_reserva,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,716736f1f789541d10d201e12f9aebadaa38fa89897dde44ed57442de3e84b11,5636000,190000,0,0,1694000,2030000,143000,168000,0
VEN_0039_2,PERF_0039,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,66,96.9697,9358000,0,0,190000,523000,13518000,7497000,1524000,1614000,727000,654000,14892633,11445633,12240642,11681642,22876000,-4160000,4160000,10120000,60,0.5772,-131930.0546,0.2045,3.0534,0.0519,-0.0457,deterioro_reciente,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -4160000 COP y una cobertura estimada de 3.05 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,test,uso_planificado_reserva,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,648ad248165b0779a0455c33c4c6d4fd845db5ff26fd4147d1e86fae211571e0,9358000,713000,0,0,6008000,7510000,559000,168000,0
VEN_0039_3,PERF_0039,dentro_del_mvp,2026-06-30,2026-04-01,2026-06-30,acumulada_91_dias,91,99,97.9798,13438000,0,0,190000,523000,23312000,12256000,2263000,4006000,907000,1085000,14892633,5731633,12240642,11501642,36750000,-9874000,9874000,14097000,90,0.2891,-40308.7732,0.1855,1.403,0.037,-0.0604,fragilidad_sostenida,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -9874000 COP y una cobertura estimada de 1.40 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,test,uso_planificado_reserva,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,1124f0e0470396637010fad9ca63bf8cd9e27c394d156c324ff693d46f29280e,11642000,2509000,0,0,9549000,13763000,739000,168000,0
VEN_0040_1,PERF_0040,dentro_del_mvp,2026-04-30,2026-04-01,2026-04-30,acumulada_30_dias,30,32,100.0,2787000,0,0,190000,65000,2670000,1365000,171000,524000,0,256000,2655334,3027334,0,0,5457000,117000,0,921000,10,0.7667,0.0,0.0,2.2178,0.0214,0.0,equilibrio_sostenible,calculado,alta,baja,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-04-30 muestra un balance de 117000 COP y una cobertura estimada de 2.22 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,validation,deterioro_reciente,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,7af55c3b3574beb0cf30496dd92370752b8cbec0ca6fcfd2c93d7d80ff9b6656,0,255000,2787000,0,884000,1786000,0,0,0
VEN_0040_2,PERF_0040,dentro_del_mvp,2026-05-31,2026-04-01,2026-05-31,acumulada_61_dias,61,55,100.0,2787000,0,0,190000,65000,5340000,2799000,205000,1635000,0,256000,2655334,357334,0,0,8127000,-2553000,2553000,3591000,41,0.0905,-45752.459,1.0,0.2553,0.0214,0.0,fragilidad_sostenida,calculado,alta,baja,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-05-31 muestra un balance de -2553000 COP y una cobertura estimada de 0.26 meses. Este resultado describe el periodo y no a la persona.,historia_controlada_recalculada_v2,validation,deterioro_reciente,si,roadmap_14_mvp_estructurado_v3.0,fincoach_mvp_estructurado_v3.0,fcbf090e5845a58229c9c7457a3b0e741e4c07c098218808835a72913bdb278e,0,255000,2787000,1,1699000,3641000,0,0,0
