transaccion_id,perfil_id,categoria_principal,direccion,fecha,descripcion_normalizada,valor,antecedentes_disponibles,valor_referencia_mediano,puntaje_robusto,estado_evento,interpretacion
TX_0184_0036,PERF_0184,Vivienda,salida,2026-05-03,cuota hipoteca,711000,5,147000.0,10.01,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0184_0067,PERF_0184,Vivienda,salida,2026-06-02,cuota hipoteca,932000,6,212000.0,5.19,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0003_0013,PERF_0003,Trabajo independiente,entrada,2026-04-11,honorarios mezcla musical,718000,5,370000.0,7.57,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0003_0016,PERF_0003,Trabajo independiente,entrada,2026-04-15,honorarios mezcla musical,725000,6,383500.0,4.43,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0107_0055,PERF_0107,Inversión productiva,salida,2026-05-26,banco musica stock,159000,5,411000.0,12.14,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0168_0033,PERF_0168,Ocio,salida,2026-04-30,entrada concierto,95000,5,143000.0,8.09,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0100_0090,PERF_0100,Vestimenta,salida,2026-06-19,accesorios personales,20000,5,46000.0,5.85,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0059_0067,PERF_0059,Ventas y actividad comercial,entrada,2026-06-01,pago cosecha,3742000,5,845000.0,10.92,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0148_0055,PERF_0148,Ocio,salida,2026-05-24,plataforma streaming,66000,7,29000.0,3.57,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0078_0051,PERF_0078,Ocio,salida,2026-05-19,repuesto impresora 3d,129000,8,47500.0,5.24,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0172_0041,PERF_0172,Inversión productiva,salida,2026-05-10,inscripcion competencia,695000,5,239000.0,5.49,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0172_0057,PERF_0172,Inversión productiva,salida,2026-05-28,software historia clinica,780000,6,261500.0,3.97,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0172_0067,PERF_0172,Inversión productiva,salida,2026-06-02,inscripcion competencia,984000,7,284000.0,3.93,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0048_0048,PERF_0048,Ocio,salida,2026-05-14,bus intermunicipal turismo,303000,5,209000.0,9.06,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0048_0063,PERF_0048,Ocio,salida,2026-05-31,juego digital,298000,8,198500.0,4.07,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0049_0044,PERF_0049,Alimentación,salida,2026-05-09,tienda alimentos,606000,5,293000.0,5.28,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0060_0062,PERF_0060,Ocio,salida,2026-05-24,compra computador,246000,6,95000.0,4.33,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0093_0033,PERF_0093,Trabajo independiente,entrada,2026-05-04,abono toque fin de semana,216000,6,482500.0,3.74,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0170_0067,PERF_0170,Vivienda,salida,2026-06-02,pago arriendo,1095000,5,245000.0,13.65,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0019_0085,PERF_0019,Vestimenta,salida,2026-06-18,calzado,95000,7,29000.0,4.45,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0019_0099,PERF_0019,Vestimenta,salida,2026-06-27,tienda ropa,97000,8,33000.0,3.75,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0040_0066,PERF_0040,Vivienda,salida,2026-06-02,cuota hipoteca,630000,5,132000.0,4.05,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0149_0092,PERF_0149,Ventas y actividad comercial,entrada,2026-06-17,abono mercado campesino,1072000,7,1356000.0,3.55,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0099_0037,PERF_0099,Transporte,salida,2026-05-08,recarga transporte,80000,5,33000.0,10.57,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0152_0091,PERF_0152,Trabajo independiente,entrada,2026-06-15,honorarios valoracion,1476000,8,922500.0,3.71,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0041_0069,PERF_0041,Ocio,salida,2026-06-01,plataforma streaming,397000,12,181000.0,4.05,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0014_0068,PERF_0014,Vestimenta,salida,2026-06-04,accesorios personales,174000,5,307000.0,4.08,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0127_0085,PERF_0127,Vivienda,salida,2026-06-14,administracion conjunto,208000,5,873000.0,10.68,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0157_0073,PERF_0157,Inversión productiva,salida,2026-06-10,disco duro proyecto,604000,5,283000.0,6.98,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0100_0043,PERF_0100,Ventas y actividad comercial,entrada,2026-05-06,abono corte y barba,646000,9,273000.0,8.39,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0100_0056,PERF_0100,Ventas y actividad comercial,entrada,2026-05-21,abono corte y barba,767000,10,281500.0,7.53,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0100_0057,PERF_0100,Ventas y actividad comercial,entrada,2026-05-21,pago servicios barberia,606000,11,290000.0,4.53,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0038_0094,PERF_0038,Ocio,salida,2026-06-26,modelo 3d digital,259000,10,92000.0,4.79,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0109_0065,PERF_0109,Vivienda,salida,2026-06-02,pago arriendo,939000,5,236000.0,3.57,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0109_0057,PERF_0109,Alimentación,salida,2026-05-22,cafeteria,177000,5,77000.0,5.19,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0101_0048,PERF_0101,Ocio,salida,2026-05-12,juego digital,306000,5,153000.0,6.07,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0186_0100,PERF_0186,Ventas y actividad comercial,entrada,2026-06-30,abono venta servicios,125000,15,1061000.0,3.95,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0184_0075,PERF_0184,Transporte,salida,2026-06-07,bus urbano,314000,9,151000.0,3.66,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0070_0072,PERF_0070,Vivienda,salida,2026-06-05,pago arriendo,2822000,5,692000.0,5.72,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0057_0048,PERF_0057,Alimentación,salida,2026-05-16,supermercado,265000,5,135000.0,3.51,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0161_0067,PERF_0161,Vivienda,salida,2026-06-01,pago arriendo,2514000,6,459000.0,4.78,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0162_0037,PERF_0162,Trabajo independiente,entrada,2026-05-04,pago plan alimentario,3089000,10,353500.0,10.85,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0162_0061,PERF_0162,Trabajo independiente,entrada,2026-05-23,consulta nutricional,1294000,15,361000.0,3.91,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0104_0062,PERF_0104,Vivienda,salida,2026-06-01,administracion conjunto,279000,5,1569000.0,9.67,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0177_0084,PERF_0177,Deuda y financiación,salida,2026-06-23,cuota prestamo,175000,7,90000.0,3.58,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0001_0082,PERF_0001,Ocio,salida,2026-06-19,hotel viaje,109000,5,89000.0,6.74,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0142_0068,PERF_0142,Vivienda,salida,2026-06-03,pago arriendo,1302000,5,285000.0,3.79,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0044_0078,PERF_0044,Ingresos laborales,entrada,2026-06-14,patrocinio deportivo,719000,9,1238000.0,3.5,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0044_0043,PERF_0044,Alimentación,salida,2026-05-12,supermercado,382000,5,249000.0,11.21,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0137_0065,PERF_0137,Alimentación,salida,2026-06-03,mercado barrio,211000,5,56000.0,13.07,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0137_0085,PERF_0137,Alimentación,salida,2026-06-21,supermercado,197000,7,66000.0,4.91,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0115_0059,PERF_0115,Trabajo independiente,entrada,2026-05-25,abono servicios entrega,649000,10,469500.0,3.56,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0115_0080,PERF_0115,Trabajo independiente,entrada,2026-06-10,liquidacion domicilios,251000,13,467000.0,3.55,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0044_0081,PERF_0044,Vivienda,salida,2026-06-16,arreglo vivienda,170000,5,1379000.0,6.27,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0045_0087,PERF_0045,Transporte,salida,2026-06-22,transmilenio,224000,10,63000.0,7.01,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0181_0034,PERF_0181,Trabajo independiente,entrada,2026-05-03,pago desarrollo app,840000,5,1471000.0,8.69,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0181_0057,PERF_0181,Trabajo independiente,entrada,2026-05-25,transferencia proyecto web,942000,8,1459500.0,4.72,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0181_0071,PERF_0181,Trabajo independiente,entrada,2026-06-10,pago desarrollo app,922000,11,1443000.0,4.56,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0139_0041,PERF_0139,Ocio,salida,2026-05-06,vivero urbano,58000,6,46500.0,3.88,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0139_0071,PERF_0139,Ocio,salida,2026-06-06,semillas jardin,99000,7,48000.0,11.47,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0139_0075,PERF_0139,Ocio,salida,2026-06-09,plataforma streaming,100000,8,48500.0,5.34,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0181_0073,PERF_0181,Ocio,salida,2026-06-11,entrada evento,201000,6,353000.0,4.36,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0030_0061,PERF_0030,Inversión productiva,salida,2026-05-24,mantenimiento maquina corte,234000,8,123500.0,4.14,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0132_0037,PERF_0132,Ocio,salida,2026-05-09,curso de cocina,246000,6,167500.0,4.24,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0132_0042,PERF_0132,Ocio,salida,2026-05-13,utensilios reposteria,305000,7,170000.0,7.0,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0132_0065,PERF_0132,Ocio,salida,2026-06-04,utensilios reposteria,342000,10,181000.0,6.03,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0052_0074,PERF_0052,Inversión productiva,salida,2026-06-04,software historia clinica,248000,5,285000.0,4.16,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0052_0080,PERF_0052,Inversión productiva,salida,2026-06-09,software historia clinica,520000,6,283500.0,7.42,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0052_0099,PERF_0052,Inversión productiva,salida,2026-06-29,bascula profesional,594000,9,285000.0,5.63,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0138_0064,PERF_0138,Ocio,salida,2026-06-02,entrada evento,143000,11,92000.0,4.3,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0138_0073,PERF_0138,Ocio,salida,2026-06-10,filamento impresion 3d,199000,12,92500.0,5.32,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0138_0072,PERF_0138,Alimentación,salida,2026-06-09,supermercado,301000,5,138000.0,4.23,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0051_0059,PERF_0051,Transporte,salida,2026-05-25,repuesto transporte,163000,5,277000.0,4.05,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0165_0052,PERF_0165,Inversión productiva,salida,2026-05-16,mantenimiento moto,340000,6,194000.0,3.79,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0165_0072,PERF_0165,Inversión productiva,salida,2026-06-06,mantenimiento moto,575000,7,200000.0,6.84,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0165_0097,PERF_0165,Inversión productiva,salida,2026-06-29,datos moviles reparto,508000,8,207500.0,3.69,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0182_0035,PERF_0182,Trabajo independiente,entrada,2026-05-06,honorarios valoracion,970000,9,130000.0,16.66,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0182_0041,PERF_0182,Trabajo independiente,entrada,2026-05-09,consulta nutricional,506000,11,130000.0,4.97,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0182_0073,PERF_0182,Trabajo independiente,entrada,2026-06-10,consulta nutricional,961000,20,90000.0,18.08,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0182_0090,PERF_0182,Trabajo independiente,entrada,2026-06-26,pago plan alimentario,484000,26,85000.0,10.76,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0027_0023,PERF_0027,Trabajo independiente,entrada,2026-04-23,abono proyecto audiovisual,1046000,5,603000.0,5.15,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0027_0058,PERF_0027,Trabajo independiente,entrada,2026-05-27,pago edicion video,1504000,9,727000.0,4.23,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0087_0038,PERF_0087,Trabajo independiente,entrada,2026-05-06,honorarios postproduccion,1275000,8,682000.0,7.92,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0087_0048,PERF_0087,Trabajo independiente,entrada,2026-05-15,pago edicion video,1038000,10,702500.0,3.54,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0087_0049,PERF_0087,Trabajo independiente,entrada,2026-05-15,pago edicion video,1201000,11,722000.0,5.87,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0087_0058,PERF_0087,Trabajo independiente,entrada,2026-05-26,pago edicion video,1325000,13,756000.0,4.46,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0114_0061,PERF_0114,Vestimenta,salida,2026-05-30,sastreria,86000,5,37000.0,4.13,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0130_0079,PERF_0130,Inversión productiva,salida,2026-06-15,mantenimiento maquina corte,694000,5,310000.0,5.89,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0038_0061,PERF_0038,Transferencias y apoyo,salida,2026-05-27,prestamo informal a tercero,399000,8,207500.0,4.1,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0097_0073,PERF_0097,Salud,salida,2026-06-12,seguro salud,852000,5,461000.0,7.99,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0075_0037,PERF_0075,Ocio,salida,2026-05-07,hotel turismo,30000,5,56000.0,4.38,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0075_0066,PERF_0075,Ocio,salida,2026-06-05,entrada evento,134000,8,48500.0,5.77,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0075_0089,PERF_0075,Ocio,salida,2026-06-29,spotify,126000,10,48500.0,3.87,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0179_0034,PERF_0179,Ocio,salida,2026-05-01,semillas jardin,106000,7,29000.0,6.49,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0179_0035,PERF_0179,Ocio,salida,2026-05-03,vivero urbano,216000,8,39000.0,8.53,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0179_0043,PERF_0179,Ocio,salida,2026-05-08,matera y sustrato,212000,9,49000.0,4.23,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0179_0050,PERF_0179,Ocio,salida,2026-05-16,spotify,187000,10,49000.0,3.51,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0014_0051,PERF_0014,Ocio,salida,2026-05-15,tienda videojuegos,294000,5,164000.0,21.92,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0014_0057,PERF_0014,Inversión productiva,salida,2026-05-22,inscripcion competencia,866000,5,566000.0,11.24,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0006_0064,PERF_0006,Ocio,salida,2026-05-27,plataforma videojuegos,347000,5,195000.0,5.7,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0006_0082,PERF_0006,Ocio,salida,2026-06-14,hotel turismo,399000,6,197500.0,6.32,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0122_0048,PERF_0122,Transporte,salida,2026-05-15,transmilenio,560000,5,204000.0,3.58,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0145_0031,PERF_0145,Trabajo independiente,entrada,2026-04-30,pago plataforma repartos,225000,5,395000.0,3.82,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0145_0043,PERF_0145,Trabajo independiente,entrada,2026-05-15,abono servicios entrega,631000,8,367000.0,3.56,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0085_0025,PERF_0085,Trabajo independiente,entrada,2026-04-23,liquidacion domicilios,299000,5,473000.0,9.03,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0085_0066,PERF_0085,Trabajo independiente,entrada,2026-06-02,pago desarrollo app,126000,16,462000.0,3.91,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0112_0042,PERF_0112,Trabajo independiente,entrada,2026-05-05,consulta nutricional,1602000,5,639000.0,5.96,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0112_0074,PERF_0112,Trabajo independiente,entrada,2026-06-11,honorarios valoracion,1615000,7,774000.0,3.91,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0144_0090,PERF_0144,Inversión productiva,salida,2026-06-21,mantenimiento maquina corte,765000,8,358500.0,7.95,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0119_0066,PERF_0119,Transporte,salida,2026-05-30,bus urbano,667000,5,276000.0,4.55,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0089_0045,PERF_0089,Ocio,salida,2026-05-08,entrada evento,47000,7,120000.0,3.79,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0018_0065,PERF_0018,Vivienda,salida,2026-06-03,pago arriendo,2495000,6,480500.0,4.26,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0086_0041,PERF_0086,Inversión productiva,salida,2026-05-05,bolsas y empaques,391000,6,250000.0,4.64,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0160_0045,PERF_0160,Ocio,salida,2026-05-13,netflix,277000,6,140500.0,4.85,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0136_0070,PERF_0136,Vivienda,salida,2026-06-05,cuota hipoteca,559000,5,64000.0,7.76,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0024_0064,PERF_0024,Vivienda,salida,2026-06-01,cuota hipoteca,871000,6,194500.0,8.15,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0098_0059,PERF_0098,Vestimenta,salida,2026-05-27,sastreria,165000,5,233000.0,7.64,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0067_0087,PERF_0067,Transporte,salida,2026-06-27,viaje movilidad,326000,5,163000.0,5.5,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0180_0099,PERF_0180,Trabajo independiente,entrada,2026-06-27,pago plataforma repartos,143000,16,267000.0,3.8,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0129_0038,PERF_0129,Vivienda,salida,2026-05-05,pago arriendo,880000,5,193000.0,5.45,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0129_0069,PERF_0129,Vivienda,salida,2026-06-02,pago arriendo,765000,8,204000.0,5.26,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0061_0064,PERF_0061,Vivienda,salida,2026-06-03,pago arriendo,2095000,5,344000.0,4.82,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0117_0085,PERF_0117,Transporte,salida,2026-06-16,recarga transporte,479000,5,360000.0,8.92,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0038_0093,PERF_0038,Inversión productiva,salida,2026-06-22,libros para clase,502000,6,327000.0,5.37,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0128_0058,PERF_0128,Ventas y actividad comercial,entrada,2026-05-22,pago pedidos tienda,865000,5,407000.0,4.35,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0039_0060,PERF_0039,Transporte,salida,2026-05-25,recarga transporte,389000,6,118500.0,4.29,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0004_0093,PERF_0004,Trabajo independiente,entrada,2026-06-26,pago plan alimentario,1200000,11,587000.0,8.44,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0028_0095,PERF_0028,Inversión productiva,salida,2026-06-27,filamento impresion 3d,1416000,7,830000.0,8.07,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0110_0064,PERF_0110,Vivienda,salida,2026-06-05,pago arriendo,1467000,5,160000.0,8.56,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0009_0065,PERF_0009,Inversión productiva,salida,2026-05-31,semillas y abono,307000,6,199500.0,10.36,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0164_0044,PERF_0164,Deuda y financiación,salida,2026-05-06,pago credito,318000,5,185000.0,5.61,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0164_0082,PERF_0164,Deuda y financiación,salida,2026-06-12,pago credito,499000,8,202000.0,6.46,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0009_0086,PERF_0009,Vivienda,salida,2026-06-16,administracion conjunto,89000,5,578000.0,3.71,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0190_0094,PERF_0190,Alimentación,salida,2026-06-28,supermercado,212000,6,111500.0,5.42,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0069_0098,PERF_0069,Educación,salida,2026-06-29,herramienta educativa,118000,5,215000.0,5.95,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0178_0048,PERF_0178,Vestimenta,salida,2026-05-11,tienda ropa,320000,5,173000.0,4.13,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0178_0060,PERF_0178,Vestimenta,salida,2026-05-23,uniforme trabajo,299000,6,185000.0,3.94,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0112_0067,PERF_0112,Vivienda,salida,2026-06-05,cuota hipoteca,2848000,5,593000.0,4.47,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0115_0071,PERF_0115,Ocio,salida,2026-06-05,accesorio camara,179000,8,137500.0,3.73,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0115_0075,PERF_0115,Ocio,salida,2026-06-08,reserva viaje,74000,9,139000.0,4.38,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0019_0068,PERF_0019,Vivienda,salida,2026-06-01,pago arriendo,561000,5,76000.0,5.54,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0161_0065,PERF_0161,Inversión productiva,salida,2026-05-25,licencia github,889000,6,481500.0,4.23,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0059_0066,PERF_0059,Deuda y financiación,salida,2026-05-31,cuota prestamo,157000,5,62000.0,6.41,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0039_0044,PERF_0039,Ocio,salida,2026-05-09,spotify,252000,6,69000.0,7.05,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0189_0087,PERF_0189,Deuda y financiación,salida,2026-06-27,cuota prestamo,329000,7,232000.0,6.54,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0151_0036,PERF_0151,Ocio,salida,2026-05-04,tienda arte y pintura,442000,7,208000.0,3.95,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0151_0045,PERF_0151,Ocio,salida,2026-05-12,compra tarjeta grafica,518000,9,210000.0,4.0,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0063_0073,PERF_0063,Trabajo independiente,entrada,2026-06-08,pago evento dj,803000,16,415000.0,8.05,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0006_0043,PERF_0006,Educación,salida,2026-05-08,curso en linea,296000,5,125000.0,6.41,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0022_0081,PERF_0022,Transporte,salida,2026-06-19,recarga transporte,215000,8,71000.0,4.52,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0163_0071,PERF_0163,Inversión productiva,salida,2026-06-11,mantenimiento controlador,351000,6,172500.0,6.34,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0113_0024,PERF_0113,Trabajo independiente,entrada,2026-04-24,honorarios mezcla musical,882000,7,390000.0,8.73,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0113_0027,PERF_0113,Trabajo independiente,entrada,2026-04-27,honorarios mezcla musical,1015000,9,424000.0,4.48,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0178_0080,PERF_0178,Transporte,salida,2026-06-15,transmilenio,596000,6,204500.0,3.8,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0175_0024,PERF_0175,Ocio,salida,2026-04-25,plataforma streaming,74000,5,124000.0,4.82,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0175_0034,PERF_0175,Ocio,salida,2026-05-04,compra camara,301000,7,124000.0,3.62,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0067_0058,PERF_0067,Ocio,salida,2026-05-26,agencia de viajes,420000,7,101000.0,5.98,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0032_0038,PERF_0032,Transporte,salida,2026-05-12,recarga transporte,243000,5,83000.0,6.35,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0032_0064,PERF_0032,Transporte,salida,2026-06-08,recarga transporte,182000,8,75000.0,5.77,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0095_0037,PERF_0095,Ocio,salida,2026-05-03,reserva viaje,99000,5,29000.0,3.63,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0095_0074,PERF_0095,Ocio,salida,2026-06-07,salida fotografica,123000,6,30500.0,4.8,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0155_0049,PERF_0155,Transporte,salida,2026-05-16,recarga transporte,236000,5,109000.0,4.76,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0167_0030,PERF_0167,Trabajo independiente,entrada,2026-04-22,honorarios postproduccion,542000,5,340000.0,3.68,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0010_0095,PERF_0010,Transporte,salida,2026-06-30,app transporte,40000,7,95000.0,4.12,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0005_0070,PERF_0005,Inversión productiva,salida,2026-06-11,combustible trabajo,471000,6,190500.0,5.65,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0114_0070,PERF_0114,Transporte,salida,2026-06-10,repuesto transporte,106000,5,143000.0,6.24,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0072_0018,PERF_0072,Trabajo independiente,entrada,2026-04-16,consulta nutricional,887000,8,209000.0,7.82,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0072_0034,PERF_0072,Trabajo independiente,entrada,2026-04-30,consulta nutricional,760000,13,188000.0,9.19,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0072_0042,PERF_0072,Trabajo independiente,entrada,2026-05-04,pago plan alimentario,1259000,15,230000.0,8.68,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0072_0052,PERF_0072,Trabajo independiente,entrada,2026-05-16,consulta nutricional,1287000,17,243000.0,6.46,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0072_0091,PERF_0072,Trabajo independiente,entrada,2026-06-19,consulta nutricional,1110000,32,264500.0,3.96,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0074_0067,PERF_0074,Transferencias y apoyo,salida,2026-06-05,transferencia ayuda,349000,5,71000.0,11.03,evento_inusual_observado,monto_alejado_del_historial_previo
TX_0074_0090,PERF_0074,Transferencias y apoyo,salida,2026-06-23,transferencia a tercero,286000,6,91000.0,4.54,evento_inusual_observado,monto_alejado_del_historial_previo
