perfil_id,descripcion_visible,actividad_1_familia,alcance_perfil,particion_perfil,es_sintetico,ventana_id,periodo_desde,periodo_hasta,estado_modelo,estado_calculo_modelo,confianza_pct,particion_estado,ventana_recomendacion,periodo_desde_recomendacion,periodo_hasta_recomendacion,estado_trayectoria,estado_motor,recomendacion_id,decision,fuente_seleccion,revision_humana,guardas_aplicadas,transacciones_disponibles,regularidades_observadas,eventos_inusuales_observados,estado_coherente,ventana_coherente,periodo_coherente,particion_coherente,recorrido_completo
PERF_0053,Trabajo como disc jockey. En mi tiempo libre disfruto manualidades y artesanias. Quiero crear fondo emergencia. Tengo como responsabilidad gastos de un hijo.,musica_y_entretenimiento_dj,dentro_del_mvp,train,si,VEN_0053_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,97.72,train,VEN_0053_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_VIGILAR_RESERVA,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,97,1,10,True,True,True,True,True
PERF_0054,Trabajo como ciclista. También genero ingresos con disc jockey. Quiero comprar equipo de trabajo.,deporte_competitivo_ciclismo,dentro_del_mvp,train,si,VEN_0054_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,79.19,train,VEN_0054_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,requerida,cobertura_esencial_menor_a_un_mes | cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,96,2,1,True,True,True,True,True
PERF_0055,Trabajo como repartidor de domicilios. En mi tiempo libre disfruto fotografia y video. Quiero ampliar actividad economica. Tengo como responsabilidad aporte hogar compartido.,domicilios_mensajeria_y_reparto,dentro_del_mvp,train,si,VEN_0055_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,99.37,train,VEN_0055_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,99,2,2,True,True,True,True,True
PERF_0056,Trabajo como vendedor de tienda. Quiero pagar deuda.,ventas_al_por_menor,dentro_del_mvp,train,si,VEN_0056_3,2026-04-01,2026-06-30,situacion_critica,calculado,99.62,train,VEN_0056_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,94,2,1,True,True,True,True,True
PERF_0057,Trabajo como editor de video. En mi tiempo libre disfruto turismo y viajes y cocina y reposteria. Quiero ampliar actividad economica. Tengo como responsabilidad apoyo mensual madre o padre.,diseno_audiovisual_y_edicion_de_video,dentro_del_mvp,train,si,VEN_0057_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,98.2,train,VEN_0057_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,92,2,2,True,True,True,True,True
PERF_0058,Trabajo como docente de educación básica secundaria. En mi tiempo libre disfruto impresion 3d y videojuegos y streaming. Quiero hacer certificacion profesional. Tengo como responsabilidad ninguna declarada.,docencia_y_formacion,dentro_del_mvp,validation,si,VEN_0058_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,94.99,validation,VEN_0058_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,92,2,0,True,True,True,True,True
PERF_0059,Trabajo como horticultor. En mi tiempo libre disfruto jardineria y agricultura urbana. Tengo como responsabilidad apoyo mensual madre o padre.,agricultura,dentro_del_mvp,test,si,VEN_0059_3,2026-04-01,2026-06-30,variable_resiliente,calculado,75.76,test,VEN_0059_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_RESERVA_PICOS,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,98,4,6,True,True,True,True,True
PERF_0060,Trabajo como barbero. También genero ingresos con docente de educación básica secundaria. En mi tiempo libre disfruto ciclismo y videojuegos y streaming. Quiero comprar equipo de trabajo. Tengo como responsabilidad medicamentos de un familiar.,peluqueria_y_barberia,dentro_del_mvp,validation,si,VEN_0060_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,94.47,validation,VEN_0060_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_VIGILAR_RESERVA,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,98,2,2,True,True,True,True,True
PERF_0061,Trabajo como ingeniero de software. En mi tiempo libre disfruto pintura y jardineria y agricultura urbana. Quiero comprar equipo de trabajo. Tengo como responsabilidad ninguna declarada.,ingenieria_y_desarrollo_de_software,dentro_del_mvp,train,si,VEN_0061_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,57.13,train,VEN_0061_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,requerida,cobertura_esencial_menor_a_un_mes | cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,90,2,3,True,True,True,True,True
PERF_0062,Trabajo como nutricionista dietista. En mi tiempo libre disfruto cocina y reposteria y ciclismo. Quiero mejorar vivienda.,nutricion_y_dietetica,dentro_del_mvp,train,si,VEN_0062_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,97.65,train,VEN_0062_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,97,1,3,True,True,True,True,True
PERF_0063,Trabajo como disc jockey. En mi tiempo libre disfruto manualidades y artesanias y fotografia y video. Quiero comprar bicicleta. Tengo como responsabilidad gastos de un hijo.,musica_y_entretenimiento_dj,dentro_del_mvp,train,si,VEN_0063_3,2026-04-01,2026-06-30,situacion_critica,calculado,99.48,train,VEN_0063_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,90,4,1,True,True,True,True,True
PERF_0064,Trabajo como ciclista. En mi tiempo libre disfruto musica y videojuegos y streaming. Quiero hacer certificacion profesional.,deporte_competitivo_ciclismo,dentro_del_mvp,validation,si,VEN_0064_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,99.48,validation,VEN_0064_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,100,1,4,True,True,True,True,True
PERF_0065,Trabajo como repartidor de domicilios. Tengo como responsabilidad gastos de un hijo.,domicilios_mensajeria_y_reparto,dentro_del_mvp,train,si,VEN_0065_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,95.71,train,VEN_0065_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,no_requerida,cobertura_esencial_menor_a_un_mes | hobbies_no_eliminados_automaticamente,91,3,0,True,True,True,True,True
PERF_0066,Trabajo como vendedor de tienda. Quiero pagar deuda. Tengo como responsabilidad apoyo parcial a dos familiares.,ventas_al_por_menor,dentro_del_mvp,validation,si,VEN_0066_3,2026-04-01,2026-06-30,variable_resiliente,calculado,79.16,validation,VEN_0066_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_RESERVA_PICOS,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,97,2,2,True,True,True,True,True
PERF_0067,Trabajo como editor de video. En mi tiempo libre disfruto turismo y viajes y jardineria y agricultura urbana. Quiero comprar bicicleta. Tengo como responsabilidad medicamentos de un familiar.,diseno_audiovisual_y_edicion_de_video,dentro_del_mvp,validation,si,VEN_0067_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,98.63,validation,VEN_0067_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_VIGILAR_RESERVA,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,92,1,4,True,True,True,True,True
PERF_0068,Trabajo como docente de educación básica secundaria. En mi tiempo libre disfruto impresion 3d. Quiero comprar bicicleta.,docencia_y_formacion,dentro_del_mvp,train,si,VEN_0068_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,68.88,train,VEN_0068_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,requerida,cobertura_esencial_menor_a_un_mes | cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,95,2,6,True,True,True,True,True
PERF_0069,Trabajo como horticultor. En mi tiempo libre disfruto jardineria y agricultura urbana y cocina y reposteria. Tengo como responsabilidad ninguna declarada.,agricultura,dentro_del_mvp,validation,si,VEN_0069_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,97.18,validation,VEN_0069_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,99,2,7,True,True,True,True,True
PERF_0070,Trabajo como barbero. En mi tiempo libre disfruto ciclismo.,peluqueria_y_barberia,dentro_del_mvp,train,si,VEN_0070_3,2026-04-01,2026-06-30,situacion_critica,calculado,100.0,train,VEN_0070_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,97,3,1,True,True,True,True,True
PERF_0071,Trabajo como ingeniero de software. Quiero mejorar vivienda. Tengo como responsabilidad aporte hogar compartido.,ingenieria_y_desarrollo_de_software,dentro_del_mvp,validation,si,VEN_0071_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,96.66,validation,VEN_0071_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,94,1,5,True,True,True,True,True
PERF_0072,Trabajo como nutricionista dietista. También genero ingresos con editor de video. En mi tiempo libre disfruto cocina y reposteria. Quiero hacer certificacion profesional.,nutricion_y_dietetica,dentro_del_mvp,train,si,VEN_0072_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,93.85,train,VEN_0072_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,100,3,7,True,True,True,True,True
PERF_0073,Trabajo como disc jockey. En mi tiempo libre disfruto manualidades y artesanias y musica. Quiero comprar bicicleta.,musica_y_entretenimiento_dj,dentro_del_mvp,train,si,VEN_0073_3,2026-04-01,2026-06-30,variable_resiliente,calculado,87.83,train,VEN_0073_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,no_requerida,cobertura_esencial_menor_a_un_mes | hobbies_no_eliminados_automaticamente,97,1,2,True,True,True,True,True
PERF_0074,Trabajo como ciclista. En mi tiempo libre disfruto musica y jardineria y agricultura urbana.,deporte_competitivo_ciclismo,dentro_del_mvp,train,si,VEN_0074_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,97.0,train,VEN_0074_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_VIGILAR_RESERVA,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,94,1,7,True,True,True,True,True
PERF_0075,Trabajo como repartidor de domicilios. En mi tiempo libre disfruto fotografia y video y pintura. Quiero comprar equipo de trabajo. Tengo como responsabilidad apoyo mensual madre o padre.,domicilios_mensajeria_y_reparto,dentro_del_mvp,train,si,VEN_0075_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,85.33,train,VEN_0075_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,requerida,cobertura_esencial_menor_a_un_mes | cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,91,2,6,True,True,True,True,True
PERF_0076,Trabajo como vendedor de tienda. En mi tiempo libre disfruto videojuegos y streaming y musica. Quiero mejorar vivienda. Tengo como responsabilidad ninguna declarada.,ventas_al_por_menor,dentro_del_mvp,train,si,VEN_0076_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,89.11,train,VEN_0076_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,91,3,3,True,True,True,True,True
PERF_0077,Trabajo como editor de video. Quiero hacer viaje. Tengo como responsabilidad gastos de un hijo.,diseno_audiovisual_y_edicion_de_video,dentro_del_mvp,test,si,VEN_0077_3,2026-04-01,2026-06-30,situacion_critica,calculado,99.87,test,VEN_0077_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,91,1,1,True,True,True,True,True
PERF_0078,Trabajo como docente de educación básica secundaria. En mi tiempo libre disfruto impresion 3d y manualidades y artesanias.,docencia_y_formacion,dentro_del_mvp,test,si,VEN_0078_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,97.53,test,VEN_0078_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,94,2,3,True,True,True,True,True
PERF_0079,Trabajo como horticultor. También genero ingresos con repartidor de domicilios. En mi tiempo libre disfruto jardineria y agricultura urbana y manualidades y artesanias. Quiero comprar bicicleta. Tengo como responsabilidad ninguna declarada.,agricultura,dentro_del_mvp,train,si,VEN_0079_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,98.26,train,VEN_0079_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,99,2,5,True,True,True,True,True
PERF_0080,Trabajo como barbero. Quiero crear fondo emergencia. Tengo como responsabilidad aporte hogar compartido.,peluqueria_y_barberia,dentro_del_mvp,train,si,VEN_0080_3,2026-04-01,2026-06-30,variable_resiliente,calculado,90.56,train,VEN_0080_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_RESERVA_PICOS,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,97,1,5,True,True,True,True,True
PERF_0081,Trabajo como ingeniero de software. En mi tiempo libre disfruto pintura y jardineria y agricultura urbana. Quiero hacer viaje. Tengo como responsabilidad gastos de un hijo.,ingenieria_y_desarrollo_de_software,dentro_del_mvp,train,si,VEN_0081_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,94.45,train,VEN_0081_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_VIGILAR_RESERVA,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,100,3,8,True,True,True,True,True
PERF_0082,Trabajo como nutricionista dietista. Quiero pagar deuda. Tengo como responsabilidad aporte hogar compartido.,nutricion_y_dietetica,dentro_del_mvp,train,si,VEN_0082_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,74.37,train,VEN_0082_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_REVISAR_CAMBIO_RECIENTE,solicitar_contexto,modelo_restringido,requerida,cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,97,1,2,True,True,True,True,True
PERF_0083,Trabajo como disc jockey. En mi tiempo libre disfruto manualidades y artesanias. Tengo como responsabilidad medicamentos de un familiar.,musica_y_entretenimiento_dj,dentro_del_mvp,train,si,VEN_0083_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,99.29,train,VEN_0083_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,95,1,4,True,True,True,True,True
PERF_0084,Trabajo como ciclista. En mi tiempo libre disfruto musica. Quiero ampliar actividad economica. Tengo como responsabilidad apoyo parcial a dos familiares.,deporte_competitivo_ciclismo,dentro_del_mvp,validation,si,VEN_0084_3,2026-04-01,2026-06-30,situacion_critica,calculado,97.77,validation,VEN_0084_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,100,2,4,True,True,True,True,True
PERF_0085,Trabajo como repartidor de domicilios. También genero ingresos con ingeniero de software. En mi tiempo libre disfruto fotografia y video. Quiero hacer certificacion profesional. Tengo como responsabilidad apoyo mensual madre o padre.,domicilios_mensajeria_y_reparto,dentro_del_mvp,train,si,VEN_0085_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,97.99,train,VEN_0085_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,96,2,5,True,True,True,True,True
PERF_0086,Trabajo como vendedor de tienda. En mi tiempo libre disfruto videojuegos y streaming y manualidades y artesanias. Quiero mejorar vivienda.,ventas_al_por_menor,dentro_del_mvp,validation,si,VEN_0086_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,86.24,validation,VEN_0086_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,96,3,3,True,True,True,True,True
PERF_0087,Trabajo como editor de video. En mi tiempo libre disfruto turismo y viajes. Tengo como responsabilidad medicamentos de un familiar.,diseno_audiovisual_y_edicion_de_video,dentro_del_mvp,train,si,VEN_0087_3,2026-04-01,2026-06-30,variable_resiliente,calculado,88.28,train,VEN_0087_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_RESERVA_PICOS,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,96,3,8,True,True,True,True,True
PERF_0088,Trabajo como docente de educación básica secundaria. En mi tiempo libre disfruto impresion 3d y turismo y viajes. Quiero crear fondo emergencia.,docencia_y_formacion,dentro_del_mvp,train,si,VEN_0088_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,96.14,train,VEN_0088_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_VIGILAR_RESERVA,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,93,1,13,True,True,True,True,True
PERF_0089,Trabajo como horticultor. También genero ingresos con nutricionista dietista. Quiero hacer certificacion profesional.,agricultura,dentro_del_mvp,train,si,VEN_0089_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,89.35,train,VEN_0089_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_REVISAR_CAMBIO_RECIENTE,solicitar_contexto,modelo_restringido,requerida,cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,98,5,4,True,True,True,True,True
PERF_0090,Trabajo como barbero. En mi tiempo libre disfruto ciclismo y musica. Tengo como responsabilidad aporte hogar compartido.,peluqueria_y_barberia,dentro_del_mvp,train,si,VEN_0090_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,97.7,train,VEN_0090_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,90,1,2,True,True,True,True,True
PERF_0091,Trabajo como ingeniero de software. También genero ingresos con docente de educación básica secundaria. En mi tiempo libre disfruto pintura y fotografia y video.,ingenieria_y_desarrollo_de_software,dentro_del_mvp,validation,si,VEN_0091_3,2026-04-01,2026-06-30,situacion_critica,calculado,99.57,validation,VEN_0091_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,93,2,2,True,True,True,True,True
PERF_0092,Trabajo como nutricionista dietista.,nutricion_y_dietetica,dentro_del_mvp,test,si,VEN_0092_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,93.92,test,VEN_0092_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,100,1,4,True,True,True,True,True
PERF_0093,Trabajo como disc jockey. También genero ingresos con ciclista. En mi tiempo libre disfruto manualidades y artesanias y pintura. Quiero comprar equipo de trabajo. Tengo como responsabilidad apoyo parcial a dos familiares.,musica_y_entretenimiento_dj,dentro_del_mvp,train,si,VEN_0093_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,93.69,train,VEN_0093_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,92,2,3,True,True,True,True,True
PERF_0094,Trabajo como ciclista. En mi tiempo libre disfruto musica y turismo y viajes.,deporte_competitivo_ciclismo,dentro_del_mvp,train,si,VEN_0094_3,2026-04-01,2026-06-30,variable_resiliente,calculado,95.76,train,VEN_0094_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_RESERVA_PICOS,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,93,3,5,True,True,True,True,True
PERF_0095,Trabajo como repartidor de domicilios. En mi tiempo libre disfruto fotografia y video. Quiero ampliar actividad economica. Tengo como responsabilidad medicamentos de un familiar.,domicilios_mensajeria_y_reparto,dentro_del_mvp,test,si,VEN_0095_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,99.04,test,VEN_0095_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_VIGILAR_RESERVA,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,100,1,6,True,True,True,True,True
PERF_0096,Trabajo como vendedor de tienda. En mi tiempo libre disfruto videojuegos y streaming. Quiero ampliar actividad economica.,ventas_al_por_menor,dentro_del_mvp,train,si,VEN_0096_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,78.7,train,VEN_0096_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,requerida,cobertura_esencial_menor_a_un_mes | cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,97,3,4,True,True,True,True,True
PERF_0097,Trabajo como editor de video. En mi tiempo libre disfruto turismo y viajes. Quiero mejorar vivienda. Tengo como responsabilidad apoyo parcial a dos familiares.,diseno_audiovisual_y_edicion_de_video,dentro_del_mvp,test,si,VEN_0097_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,90.61,test,VEN_0097_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,90,2,1,True,True,True,True,True
PERF_0098,Trabajo como docente de educación básica secundaria. Quiero comprar equipo de trabajo.,docencia_y_formacion,dentro_del_mvp,test,si,VEN_0098_3,2026-04-01,2026-06-30,situacion_critica,calculado,97.63,test,VEN_0098_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,95,4,1,True,True,True,True,True
PERF_0099,Trabajo como horticultor. En mi tiempo libre disfruto jardineria y agricultura urbana y impresion 3d. Quiero comprar equipo de trabajo.,agricultura,dentro_del_mvp,train,si,VEN_0099_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,97.82,train,VEN_0099_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,96,2,2,True,True,True,True,True
PERF_0100,Trabajo como barbero. Quiero comprar bicicleta. Tengo como responsabilidad gastos de un hijo.,peluqueria_y_barberia,dentro_del_mvp,train,si,VEN_0100_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,97.6,train,VEN_0100_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,99,1,7,True,True,True,True,True
PERF_0101,Trabajo como ingeniero de software. También genero ingresos con editor de video. Quiero pagar deuda.,ingenieria_y_desarrollo_de_software,dentro_del_mvp,train,si,VEN_0101_3,2026-04-01,2026-06-30,variable_resiliente,calculado,94.07,train,VEN_0101_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_RESERVA_PICOS,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,98,1,8,True,True,True,True,True
PERF_0102,Trabajo como nutricionista dietista. También genero ingresos con horticultor. En mi tiempo libre disfruto cocina y reposteria y turismo y viajes. Quiero hacer viaje.,nutricion_y_dietetica,dentro_del_mvp,validation,si,VEN_0102_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,97.66,validation,VEN_0102_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_VIGILAR_RESERVA,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,99,2,7,True,True,True,True,True
PERF_0103,Trabajo como disc jockey. También genero ingresos con docente de educación básica secundaria. Tengo como responsabilidad apoyo parcial a dos familiares.,musica_y_entretenimiento_dj,dentro_del_mvp,train,si,VEN_0103_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,73.46,train,VEN_0103_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_REVISAR_CAMBIO_RECIENTE,solicitar_contexto,modelo_restringido,requerida,cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,98,3,7,True,True,True,True,True
PERF_0104,Trabajo como ciclista. En mi tiempo libre disfruto musica y turismo y viajes. Quiero mejorar vivienda. Tengo como responsabilidad medicamentos de un familiar.,deporte_competitivo_ciclismo,dentro_del_mvp,train,si,VEN_0104_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,98.61,train,VEN_0104_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,90,5,2,True,True,True,True,True
PERF_0105,Trabajo como repartidor de domicilios. Quiero hacer certificacion profesional. Tengo como responsabilidad aporte hogar compartido.,domicilios_mensajeria_y_reparto,dentro_del_mvp,train,si,VEN_0105_3,2026-04-01,2026-06-30,situacion_critica,calculado,99.27,train,VEN_0105_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,96,3,2,True,True,True,True,True
