perfil_id,descripcion_normalizada,direccion,tipo_movimiento,categoria_principal,ocurrencias,fecha_inicial,fecha_final,valor_mediano,dataset_declara_recurrente,regularidad_dataset,estado_ingreso_perfil,fechas_distintas,intervalo_mediano_dias,dispersion_intervalo_dias,cadencia_observada,regularidad_pct,estado_patron,naturaleza_observada,nivel_incertidumbre
PERF_0047,bus intermunicipal turismo,salida,gasto,Ocio,3,2026-04-28,2026-06-27,71000.0,True,fijo,fijo,3,30.0,15.0,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0047,arreglo vivienda,salida,gasto,Vivienda,2,2026-05-01,2026-05-08,138000.0,False,variable,fijo,2,7.0,0.0,semanal,100.0,posible_recurrencia,fijo,alta
PERF_0047,curso de cocina,salida,gasto,Ocio,2,2026-05-01,2026-05-25,123000.0,False,variable,fijo,2,24.0,0.0,mensual,100.0,posible_recurrencia,fijo,alta
PERF_0047,apoyo familiar,salida,transferencia_apoyo,Transferencias y apoyo,2,2026-05-01,2026-06-27,306500.0,True,fijo,fijo,2,57.0,0.0,bimestral,100.0,posible_recurrencia,estacional,alta
PERF_0047,prestamo informal a tercero,salida,transferencia_apoyo,Transferencias y apoyo,4,2026-05-03,2026-06-23,287000.0,True,fijo,fijo,4,9.0,6.0,irregular,33.33,sin_regularidad_suficiente,variable,media
PERF_0047,juego digital,salida,gasto,Ocio,1,2026-05-08,2026-05-08,61000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0047,cafeteria,salida,gasto,Alimentación,1,2026-05-17,2026-05-17,63000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0047,curso en linea,salida,gasto,Educación,1,2026-05-19,2026-05-19,78000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0047,comida rapida,salida,gasto,Alimentación,1,2026-05-23,2026-05-23,124000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0047,utensilios reposteria,salida,gasto,Ocio,1,2026-06-02,2026-06-02,125000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0047,netflix,salida,gasto,Ocio,1,2026-06-02,2026-06-02,207000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0047,medicamentos,salida,gasto,Salud,3,2026-06-07,2026-06-25,300000.0,False,variable,fijo,3,9.0,6.0,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0047,factura gas,salida,gasto,Servicios,1,2026-06-08,2026-06-08,333000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0047,banco musica stock,salida,gasto,Inversión productiva,2,2026-06-14,2026-06-19,361000.0,False,variable,fijo,2,5.0,0.0,semanal,100.0,posible_recurrencia,fijo,alta
PERF_0047,seguro salud,salida,gasto,Salud,1,2026-06-15,2026-06-15,409000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0047,tienda ropa,salida,gasto,Vestimenta,1,2026-06-16,2026-06-16,172000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0047,herramienta educativa,salida,gasto,Educación,1,2026-06-21,2026-06-21,74000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0047,app transporte,salida,gasto,Transporte,1,2026-06-21,2026-06-21,87000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,abono servicios entrega,entrada,ingreso_generado,Trabajo independiente,7,2026-04-01,2026-06-30,169000.0,True,fijo,variable,6,19.0,12.0,irregular,40.0,sin_regularidad_suficiente,variable,media
PERF_0048,cuota hipoteca,salida,gasto,Vivienda,3,2026-04-02,2026-06-05,2102000.0,True,fijo,variable,3,32.0,1.0,mensual,100.0,regularidad_observada,fijo,media
PERF_0048,laboratorio clinico,salida,gasto,Salud,1,2026-04-03,2026-04-03,248000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,boleteria,salida,gasto,Ocio,1,2026-04-03,2026-04-03,209000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,tienda videojuegos,salida,gasto,Ocio,1,2026-04-04,2026-04-04,176000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,cuota prestamo,salida,pago_deuda,Deuda y financiación,4,2026-04-05,2026-06-07,318500.0,True,fijo,variable,4,7.0,0.0,irregular,66.67,sin_regularidad_suficiente,variable,media
PERF_0048,combustible,salida,gasto,Transporte,1,2026-04-05,2026-04-05,114000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,recarga transporte,salida,gasto,Transporte,3,2026-04-06,2026-06-05,426000.0,True,fijo,variable,3,30.0,4.0,mensual,100.0,regularidad_observada,fijo,media
PERF_0048,pago plataforma repartos,entrada,ingreso_generado,Trabajo independiente,5,2026-04-06,2026-06-05,234000.0,True,fijo,variable,5,14.5,3.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0048,factura internet,salida,gasto,Servicios,5,2026-04-08,2026-06-15,286000.0,True,fijo,variable,5,15.0,5.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0048,uniforme trabajo,salida,gasto,Vestimenta,4,2026-04-09,2026-06-11,185500.0,True,fijo,variable,4,23.0,2.0,irregular,33.33,sin_regularidad_suficiente,variable,media
PERF_0048,mercado barrio,salida,gasto,Alimentación,1,2026-04-12,2026-04-12,352000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,arreglo vivienda,salida,gasto,Vivienda,1,2026-04-13,2026-04-13,117000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,cafe,salida,gasto,Alimentación,2,2026-04-14,2026-06-10,117500.0,True,fijo,variable,2,57.0,0.0,bimestral,100.0,posible_recurrencia,estacional,alta
PERF_0048,factura energia,salida,gasto,Servicios,6,2026-04-15,2026-06-15,428500.0,True,fijo,variable,4,26.0,1.0,irregular,66.67,sin_regularidad_suficiente,variable,media
PERF_0048,mantenimiento moto,salida,gasto,Inversión productiva,2,2026-04-17,2026-05-04,497500.0,True,fijo,variable,2,17.0,0.0,quincenal,100.0,posible_recurrencia,fijo,alta
PERF_0048,tienda ropa,salida,gasto,Vestimenta,1,2026-04-17,2026-04-17,157000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,ferreteria reparacion,salida,gasto,Vivienda,1,2026-04-18,2026-04-18,189000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,bus intermunicipal turismo,salida,gasto,Ocio,4,2026-04-19,2026-05-29,199500.0,True,fijo,variable,4,14.0,11.0,irregular,33.33,sin_regularidad_suficiente,variable,media
PERF_0048,canon arriendo recibido,entrada,ingreso_generado,Rentas y rendimientos,1,2026-04-19,2026-04-19,289000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,debito comercio,salida,gasto,Otra / ambigua,3,2026-04-21,2026-06-17,274000.0,True,fijo,variable,3,28.5,17.5,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0048,matricula curso,salida,gasto,Educación,2,2026-04-25,2026-05-11,331000.0,True,fijo,variable,2,16.0,0.0,quincenal,100.0,posible_recurrencia,fijo,alta
PERF_0048,spotify,salida,gasto,Ocio,1,2026-04-25,2026-04-25,213000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,supermercado,salida,gasto,Alimentación,3,2026-04-28,2026-06-07,528000.0,True,fijo,variable,3,20.0,2.0,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0048,bonificacion docente,entrada,ingreso_generado,Ingresos laborales,2,2026-04-28,2026-06-28,2925500.0,True,fijo,variable,2,61.0,0.0,bimestral,100.0,posible_recurrencia,estacional,alta
PERF_0048,combustible trabajo,salida,gasto,Inversión productiva,2,2026-05-01,2026-06-10,549000.0,True,fijo,variable,2,40.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0048,donacion,salida,transferencia_apoyo,Transferencias y apoyo,1,2026-05-07,2026-05-07,271000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,entrada evento,salida,gasto,Ocio,2,2026-05-09,2026-06-26,211500.0,True,fijo,variable,2,48.0,0.0,bimestral,100.0,posible_recurrencia,estacional,alta
PERF_0048,examen medico,salida,gasto,Salud,1,2026-05-11,2026-05-11,559000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,factura gas,salida,gasto,Servicios,1,2026-05-12,2026-05-12,325000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,libro digital,salida,gasto,Educación,1,2026-05-13,2026-05-13,319000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,liquidacion domicilios,entrada,ingreso_generado,Trabajo independiente,3,2026-05-17,2026-06-30,155000.0,True,fijo,variable,3,22.0,17.0,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0048,medicamentos,salida,gasto,Salud,1,2026-05-19,2026-05-19,514000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,nomina institucion educativa,entrada,ingreso_generado,Ingresos laborales,1,2026-05-28,2026-05-28,2393000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,juego digital,salida,gasto,Ocio,1,2026-05-31,2026-05-31,298000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,desembolso credito banco,entrada,financiacion_recibida,Deuda y financiación recibida,2,2026-05-31,2026-06-21,672000.0,True,fijo,variable,2,21.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0048,libros para clase,salida,gasto,Inversión productiva,1,2026-06-03,2026-06-03,625000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,almuerzo,salida,gasto,Alimentación,1,2026-06-06,2026-06-06,369000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,estacion servicio,salida,gasto,Transporte,2,2026-06-06,2026-06-14,147000.0,False,variable,variable,2,8.0,0.0,semanal,100.0,posible_recurrencia,fijo,alta
PERF_0048,intereses cuenta,entrada,ingreso_generado,Rentas y rendimientos,1,2026-06-07,2026-06-07,336000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,accesorios personales,salida,gasto,Vestimenta,1,2026-06-11,2026-06-11,245000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,copago salud,salida,gasto,Salud,1,2026-06-15,2026-06-15,406000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,cafeteria,salida,gasto,Alimentación,1,2026-06-16,2026-06-16,283000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,libreria,salida,gasto,Educación,1,2026-06-17,2026-06-17,172000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,apoyo familiar,salida,transferencia_apoyo,Transferencias y apoyo,1,2026-06-19,2026-06-19,581000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,plan celular,salida,gasto,Servicios,1,2026-06-20,2026-06-20,283000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,pago qr,salida,gasto,Otra / ambigua,1,2026-06-23,2026-06-23,139000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,capacitacion,salida,gasto,Educación,1,2026-06-23,2026-06-23,370000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0048,modelo 3d digital,salida,gasto,Ocio,1,2026-06-29,2026-06-29,284000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,pago arriendo,salida,gasto,Vivienda,3,2026-04-01,2026-06-05,1891000.0,True,fijo,variable,3,32.5,1.5,mensual,100.0,regularidad_observada,fijo,media
PERF_0049,boleteria,salida,gasto,Ocio,2,2026-04-01,2026-05-11,207500.0,True,fijo,variable,2,40.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0049,taller vehiculo,salida,gasto,Transporte,2,2026-04-02,2026-04-14,243500.0,False,variable,variable,2,12.0,0.0,quincenal,100.0,posible_recurrencia,fijo,alta
PERF_0049,supermercado,salida,gasto,Alimentación,3,2026-04-03,2026-06-05,341000.0,True,fijo,variable,3,31.5,7.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0049,tienda ropa,salida,gasto,Vestimenta,1,2026-04-03,2026-04-03,276000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,desembolso credito banco,entrada,financiacion_recibida,Deuda y financiación recibida,2,2026-04-06,2026-06-26,969000.0,True,fijo,variable,2,81.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0049,comida rapida,salida,gasto,Alimentación,1,2026-04-07,2026-04-07,215000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,factura energia,salida,gasto,Servicios,4,2026-04-08,2026-06-15,409500.0,True,fijo,variable,4,26.0,12.0,irregular,33.33,sin_regularidad_suficiente,variable,media
PERF_0049,viaje movilidad,salida,gasto,Transporte,1,2026-04-08,2026-04-08,286000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,laboratorio clinico,salida,gasto,Salud,2,2026-04-08,2026-04-09,311000.0,False,variable,variable,2,1.0,0.0,diaria,100.0,posible_recurrencia,fijo,alta
PERF_0049,herramientas cultivo,salida,gasto,Inversión productiva,2,2026-04-09,2026-06-16,727500.0,True,fijo,variable,2,68.0,0.0,bimestral,100.0,posible_recurrencia,estacional,alta
PERF_0049,almuerzo,salida,gasto,Alimentación,3,2026-04-09,2026-06-26,198000.0,True,fijo,variable,3,39.0,20.0,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0049,arreglo vivienda,salida,gasto,Vivienda,1,2026-04-10,2026-04-10,113000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,factura agua,salida,gasto,Servicios,2,2026-04-12,2026-05-12,440500.0,True,fijo,variable,2,30.0,0.0,mensual,100.0,posible_recurrencia,fijo,alta
PERF_0049,seguro salud,salida,gasto,Salud,1,2026-04-13,2026-04-13,259000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,transporte cosecha,salida,gasto,Inversión productiva,4,2026-04-13,2026-05-23,577500.0,True,fijo,variable,4,9.0,1.0,irregular,66.67,sin_regularidad_suficiente,variable,media
PERF_0049,uniforme trabajo,salida,gasto,Vestimenta,1,2026-04-14,2026-04-14,120000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,factura internet,salida,gasto,Servicios,4,2026-04-15,2026-06-15,491500.0,True,fijo,variable,4,23.0,8.0,irregular,33.33,sin_regularidad_suficiente,variable,media
PERF_0049,administracion conjunto,salida,gasto,Vivienda,1,2026-04-18,2026-04-18,270000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,restaurante,salida,gasto,Alimentación,2,2026-04-18,2026-06-18,233000.0,True,fijo,variable,2,61.0,0.0,bimestral,100.0,posible_recurrencia,estacional,alta
PERF_0049,vivero urbano,salida,gasto,Ocio,2,2026-04-20,2026-05-15,193000.0,True,fijo,variable,2,25.0,0.0,mensual,100.0,posible_recurrencia,fijo,alta
PERF_0049,arreglo prenda,salida,gasto,Vestimenta,1,2026-04-20,2026-04-20,130000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,recarga transporte,salida,gasto,Transporte,3,2026-04-21,2026-06-09,488000.0,True,fijo,variable,3,24.5,0.5,mensual,100.0,regularidad_observada,fijo,media
PERF_0049,reserva viaje,salida,gasto,Ocio,1,2026-04-21,2026-04-21,261000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,abono mercado campesino,entrada,ingreso_generado,Ventas y actividad comercial,3,2026-04-23,2026-06-26,1036000.0,True,fijo,variable,3,32.0,7.0,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0049,libro digital,salida,gasto,Educación,2,2026-04-24,2026-06-08,290500.0,True,fijo,variable,2,45.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0049,reverso compra tarjeta,entrada,devolucion,Devoluciones y reembolsos,2,2026-04-24,2026-05-09,160000.0,True,fijo,variable,2,15.0,0.0,quincenal,100.0,posible_recurrencia,fijo,alta
PERF_0049,matera y sustrato,salida,gasto,Ocio,4,2026-04-28,2026-06-29,308500.0,True,fijo,variable,4,13.0,5.0,irregular,33.33,sin_regularidad_suficiente,variable,media
PERF_0049,semillas y abono,salida,gasto,Inversión productiva,4,2026-05-03,2026-06-12,577500.0,True,fijo,variable,4,14.0,8.0,irregular,33.33,sin_regularidad_suficiente,variable,media
PERF_0049,herramienta educativa,salida,gasto,Educación,1,2026-05-03,2026-05-03,341000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,rendimientos inversion,entrada,ingreso_generado,Rentas y rendimientos,1,2026-05-04,2026-05-04,300000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,juego digital,salida,gasto,Ocio,1,2026-05-05,2026-05-05,264000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,donacion,salida,transferencia_apoyo,Transferencias y apoyo,2,2026-05-06,2026-05-12,287500.0,False,variable,variable,2,6.0,0.0,semanal,100.0,posible_recurrencia,fijo,alta
PERF_0049,combustible,salida,gasto,Transporte,1,2026-05-07,2026-05-07,175000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,tienda alimentos,salida,gasto,Alimentación,1,2026-05-09,2026-05-09,606000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,factura gas,salida,gasto,Servicios,2,2026-05-12,2026-06-12,373500.0,True,fijo,variable,2,31.0,0.0,mensual,100.0,posible_recurrencia,fijo,alta
PERF_0049,accesorios personales,salida,gasto,Vestimenta,2,2026-05-15,2026-05-21,230500.0,False,variable,variable,2,6.0,0.0,semanal,100.0,posible_recurrencia,fijo,alta
PERF_0049,pago cosecha,entrada,ingreso_generado,Ventas y actividad comercial,1,2026-05-16,2026-05-16,2490000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,calzado,salida,gasto,Vestimenta,1,2026-05-19,2026-05-19,247000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,pago tarjeta credito,salida,pago_deuda,Deuda y financiación,3,2026-05-22,2026-06-30,394000.0,True,fijo,variable,3,19.5,5.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0049,examen medico,salida,gasto,Salud,2,2026-05-27,2026-06-20,412000.0,True,fijo,variable,2,24.0,0.0,mensual,100.0,posible_recurrencia,fijo,alta
PERF_0049,prestamo informal a tercero,salida,transferencia_apoyo,Transferencias y apoyo,3,2026-05-28,2026-06-05,407000.0,True,fijo,variable,3,4.0,3.0,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0049,entrada evento,salida,gasto,Ocio,1,2026-05-29,2026-05-29,177000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,matricula curso,salida,gasto,Educación,1,2026-05-31,2026-05-31,480000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,semillas jardin,salida,gasto,Ocio,1,2026-06-08,2026-06-08,110000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,debito comercio,salida,gasto,Otra / ambigua,2,2026-06-09,2026-06-20,145000.0,False,variable,variable,2,11.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0049,app transporte,salida,gasto,Transporte,1,2026-06-14,2026-06-14,206000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,bus urbano,salida,gasto,Transporte,2,2026-06-14,2026-06-29,526000.0,False,variable,variable,2,15.0,0.0,quincenal,100.0,posible_recurrencia,fijo,alta
PERF_0049,venta productos agricolas,entrada,ingreso_generado,Ventas y actividad comercial,1,2026-06-15,2026-06-15,690000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,pago institucion,salida,gasto,Educación,1,2026-06-17,2026-06-17,481000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,estacion servicio,salida,gasto,Transporte,1,2026-06-29,2026-06-29,362000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0049,drogueria,salida,gasto,Salud,1,2026-06-30,2026-06-30,471000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0050,pago arriendo,salida,gasto,Vivienda,3,2026-04-01,2026-06-03,752000.0,True,fijo,estacional,3,31.5,2.5,mensual,100.0,regularidad_observada,fijo,media
PERF_0050,recarga transporte,salida,gasto,Transporte,3,2026-04-02,2026-06-03,182000.0,True,fijo,estacional,3,31.0,14.0,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0050,pago institucion,salida,gasto,Educación,1,2026-04-03,2026-04-03,157000.0,False,variable,estacional,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0050,ingreso de temporada,entrada,ingreso_generado,Rentas y rendimientos,1,2026-04-03,2026-04-03,173000.0,False,estacional,estacional,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0050,productos cabello,salida,gasto,Inversión productiva,2,2026-04-04,2026-05-13,296000.0,True,fijo,estacional,2,39.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0050,ingreso de temporada,entrada,ingreso_generado,Ventas y actividad comercial,11,2026-04-04,2026-06-30,1090000.0,False,estacional,estacional,11,5.0,4.0,irregular,20.0,sin_regularidad_suficiente,variable,media
PERF_0050,abono a capital,salida,pago_deuda,Deuda y financiación,2,2026-04-05,2026-06-11,167000.0,True,fijo,estacional,2,67.0,0.0,bimestral,100.0,posible_recurrencia,estacional,alta
PERF_0050,transferencia a tercero,salida,transferencia_apoyo,Transferencias y apoyo,2,2026-04-05,2026-06-20,79500.0,True,fijo,estacional,2,76.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0050,libreria,salida,gasto,Educación,1,2026-04-07,2026-04-07,39000.0,False,variable,estacional,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0050,consulta medica,salida,gasto,Salud,2,2026-04-08,2026-06-08,160000.0,True,fijo,estacional,2,61.0,0.0,bimestral,100.0,posible_recurrencia,estacional,alta
PERF_0050,examen medico,salida,gasto,Salud,1,2026-04-08,2026-04-08,225000.0,False,variable,estacional,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0050,supermercado,salida,gasto,Alimentación,3,2026-04-09,2026-06-28,136000.0,True,fijo,estacional,3,40.0,1.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0050,ruta ciclista inscripcion,salida,gasto,Ocio,2,2026-04-09,2026-04-20,115500.0,False,variable,estacional,2,11.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0050,zapateria,salida,gasto,Vestimenta,3,2026-04-11,2026-06-17,112000.0,True,fijo,estacional,3,33.5,5.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0050,plan celular,salida,gasto,Servicios,3,2026-04-12,2026-06-08,156000.0,True,fijo,estacional,3,28.5,2.5,mensual,100.0,regularidad_observada,fijo,media
PERF_0050,curso en linea,salida,gasto,Educación,1,2026-04-13,2026-04-13,149000.0,False,variable,estacional,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0050,taller vehiculo,salida,gasto,Transporte,3,2026-04-17,2026-05-25,47000.0,True,fijo,estacional,3,19.0,11.0,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0050,factura internet,salida,gasto,Servicios,4,2026-04-20,2026-06-08,144000.0,True,fijo,estacional,4,18.0,9.0,irregular,33.33,sin_regularidad_suficiente,variable,media
PERF_0050,factura energia,salida,gasto,Servicios,3,2026-04-20,2026-06-08,181000.0,True,fijo,estacional,3,24.5,6.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0050,matera y sustrato,salida,gasto,Ocio,3,2026-04-20,2026-05-17,115000.0,True,fijo,estacional,3,13.5,2.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0050,uniforme trabajo,salida,gasto,Vestimenta,2,2026-04-21,2026-06-22,96000.0,True,fijo,estacional,2,62.0,0.0,bimestral,100.0,posible_recurrencia,estacional,alta
PERF_0050,laboratorio clinico,salida,gasto,Salud,1,2026-04-23,2026-04-23,201000.0,False,variable,estacional,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0050,mantenimiento maquina corte,salida,gasto,Inversión productiva,2,2026-04-24,2026-06-12,245500.0,True,fijo,estacional,2,49.0,0.0,bimestral,100.0,posible_recurrencia,estacional,alta
PERF_0050,app transporte,salida,gasto,Transporte,1,2026-05-05,2026-05-05,83000.0,False,variable,estacional,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0050,accesorios personales,salida,gasto,Vestimenta,1,2026-05-06,2026-05-06,124000.0,False,variable,estacional,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0050,vivero urbano,salida,gasto,Ocio,1,2026-05-11,2026-05-11,90000.0,False,variable,estacional,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0050,insumos barberia,salida,gasto,Inversión productiva,3,2026-05-17,2026-06-19,180000.0,True,fijo,estacional,3,16.5,7.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0050,combustible,salida,gasto,Transporte,2,2026-05-17,2026-06-29,112500.0,True,fijo,estacional,2,43.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0050,tienda ciclismo,salida,gasto,Ocio,2,2026-05-18,2026-05-24,65000.0,False,variable,estacional,2,6.0,0.0,semanal,100.0,posible_recurrencia,fijo,alta
PERF_0050,transferencia ayuda,salida,transferencia_apoyo,Transferencias y apoyo,2,2026-05-21,2026-06-21,181500.0,True,fijo,estacional,2,31.0,0.0,mensual,100.0,posible_recurrencia,fijo,alta
