ventana_id,perfil_id,fecha_corte,periodo_desde,periodo_hasta,estado_esperado,estado_modelo,estado_calculo_modelo,confianza_pct,nivel_incertidumbre_modelo,particion,prob_acumulacion_estable_pct,prob_equilibrio_sostenible_pct,prob_variable_resiliente_pct,prob_deterioro_reciente_pct,prob_fragilidad_sostenida_pct,prob_situacion_critica_pct,prob_uso_planificado_reserva_pct
VEN_0047_2,PERF_0047,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,95.63,baja,train,2.11,95.63,2.26,0.0,0.0,0.0,0.0
VEN_0047_3,PERF_0047,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,77.98,baja,train,0.2,6.82,13.33,77.98,0.18,0.0,1.49
VEN_0048_1,PERF_0048,2026-04-30,2026-04-01,2026-04-30,deterioro_reciente,deterioro_reciente,calculado,90.83,baja,train,0.0,1.01,0.37,90.83,7.47,0.0,0.32
VEN_0048_2,PERF_0048,2026-05-31,2026-04-01,2026-05-31,fragilidad_sostenida,fragilidad_sostenida,calculado,98.21,baja,train,0.0,0.04,0.46,0.11,98.21,0.9,0.28
VEN_0048_3,PERF_0048,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,98.02,baja,train,0.0,0.0,0.0,0.11,98.02,1.87,0.0
VEN_0049_1,PERF_0049,2026-04-30,2026-04-01,2026-04-30,fragilidad_sostenida,fragilidad_sostenida,calculado,91.64,baja,train,0.0,0.34,0.08,5.52,91.64,2.42,0.0
VEN_0049_2,PERF_0049,2026-05-31,2026-04-01,2026-05-31,situacion_critica,situacion_critica,calculado,87.38,baja,train,0.0,0.0,0.0,0.0,12.62,87.38,0.0
VEN_0049_3,PERF_0049,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,99.93,baja,train,0.0,0.0,0.0,0.0,0.07,99.93,0.0
VEN_0050_1,PERF_0050,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,98.54,baja,test,98.54,1.02,0.44,0.0,0.0,0.0,0.0
VEN_0050_2,PERF_0050,2026-05-31,2026-04-01,2026-05-31,acumulacion_estable,acumulacion_estable,calculado,99.05,baja,test,99.05,0.28,0.67,0.0,0.0,0.0,0.0
VEN_0050_3,PERF_0050,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,99.63,baja,test,99.63,0.0,0.37,0.0,0.0,0.0,0.0
VEN_0051_1,PERF_0051,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,90.26,baja,test,7.15,90.26,2.4,0.19,0.0,0.0,0.0
VEN_0051_2,PERF_0051,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,77.77,baja,test,11.14,77.77,7.58,3.36,0.0,0.0,0.15
VEN_0051_3,PERF_0051,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,91.64,baja,test,4.91,91.64,2.73,0.57,0.0,0.0,0.15
VEN_0052_1,PERF_0052,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,78.04,baja,train,3.62,78.04,4.58,7.82,3.03,0.06,2.85
VEN_0052_2,PERF_0052,2026-05-31,2026-04-01,2026-05-31,variable_resiliente,variable_resiliente,calculado,69.6,media,train,0.27,3.73,69.6,9.88,1.24,0.06,15.2
VEN_0052_3,PERF_0052,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,82.11,baja,train,0.27,2.2,82.11,9.8,0.94,0.19,4.48
VEN_0053_1,PERF_0053,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,99.64,baja,train,99.64,0.36,0.0,0.0,0.0,0.0,0.0
VEN_0053_2,PERF_0053,2026-05-31,2026-04-01,2026-05-31,uso_planificado_reserva,uso_planificado_reserva,calculado,97.27,baja,train,0.0,0.1,1.5,1.01,0.11,0.0,97.27
VEN_0053_3,PERF_0053,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,97.72,baja,train,0.15,0.4,0.78,0.82,0.14,0.0,97.72
VEN_0054_1,PERF_0054,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,92.6,baja,train,3.21,92.6,1.13,0.74,0.11,0.0,2.2
VEN_0054_2,PERF_0054,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,96.72,baja,train,1.31,96.72,0.51,1.25,0.11,0.0,0.1
VEN_0054_3,PERF_0054,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,79.19,baja,train,0.12,0.33,18.57,79.19,0.5,0.0,1.28
VEN_0055_1,PERF_0055,2026-04-30,2026-04-01,2026-04-30,deterioro_reciente,deterioro_reciente,calculado,93.44,baja,train,0.0,0.72,0.1,93.44,5.67,0.0,0.06
VEN_0055_2,PERF_0055,2026-05-31,2026-04-01,2026-05-31,fragilidad_sostenida,fragilidad_sostenida,calculado,98.77,baja,train,0.0,0.0,0.41,0.12,98.77,0.4,0.31
VEN_0055_3,PERF_0055,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,99.37,baja,train,0.0,0.0,0.15,0.0,99.37,0.48,0.0
VEN_0056_1,PERF_0056,2026-04-30,2026-04-01,2026-04-30,fragilidad_sostenida,fragilidad_sostenida,calculado,89.11,baja,train,0.0,0.15,0.0,1.11,89.11,9.63,0.0
VEN_0056_2,PERF_0056,2026-05-31,2026-04-01,2026-05-31,situacion_critica,situacion_critica,calculado,99.75,baja,train,0.0,0.0,0.0,0.0,0.25,99.75,0.0
VEN_0056_3,PERF_0056,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,99.62,baja,train,0.0,0.0,0.0,0.0,0.38,99.62,0.0
VEN_0057_1,PERF_0057,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,98.9,baja,train,98.9,0.87,0.22,0.0,0.0,0.0,0.0
VEN_0057_2,PERF_0057,2026-05-31,2026-04-01,2026-05-31,acumulacion_estable,acumulacion_estable,calculado,97.4,baja,train,97.4,1.12,1.48,0.0,0.0,0.0,0.0
VEN_0057_3,PERF_0057,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,98.2,baja,train,98.2,1.32,0.48,0.0,0.0,0.0,0.0
VEN_0058_1,PERF_0058,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,88.12,baja,validation,3.44,88.12,0.53,7.73,0.17,0.0,0.0
VEN_0058_2,PERF_0058,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,87.87,baja,validation,1.67,87.87,7.0,3.46,0.0,0.0,0.0
VEN_0058_3,PERF_0058,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,94.99,baja,validation,1.43,94.99,2.05,1.54,0.0,0.0,0.0
VEN_0059_1,PERF_0059,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,83.98,baja,test,0.99,83.98,5.31,6.23,0.2,0.0,3.28
VEN_0059_2,PERF_0059,2026-05-31,2026-04-01,2026-05-31,variable_resiliente,variable_resiliente,calculado,57.86,media,test,0.0,2.14,57.86,25.39,2.14,0.0,12.48
VEN_0059_3,PERF_0059,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,75.76,baja,test,0.1,12.51,75.76,10.12,0.0,0.0,1.52
VEN_0060_1,PERF_0060,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,96.2,baja,validation,96.2,1.21,2.59,0.0,0.0,0.0,0.0
VEN_0060_2,PERF_0060,2026-05-31,2026-04-01,2026-05-31,uso_planificado_reserva,uso_planificado_reserva,calculado,99.45,baja,validation,0.0,0.0,0.45,0.1,0.0,0.0,99.45
VEN_0060_3,PERF_0060,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,94.47,baja,validation,0.0,0.04,4.62,0.6,0.27,0.0,94.47
VEN_0061_1,PERF_0061,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,98.99,baja,train,0.85,98.99,0.16,0.0,0.0,0.0,0.0
VEN_0061_2,PERF_0061,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,98.08,baja,train,0.93,98.08,0.99,0.0,0.0,0.0,0.0
VEN_0061_3,PERF_0061,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,57.13,media,train,0.0,0.5,36.17,57.13,0.04,0.0,6.15
VEN_0062_1,PERF_0062,2026-04-30,2026-04-01,2026-04-30,deterioro_reciente,deterioro_reciente,calculado,90.81,baja,train,0.04,2.64,1.9,90.81,2.32,0.0,2.29
VEN_0062_2,PERF_0062,2026-05-31,2026-04-01,2026-05-31,fragilidad_sostenida,fragilidad_sostenida,calculado,94.85,baja,train,0.0,0.05,0.41,4.32,94.85,0.0,0.38
VEN_0062_3,PERF_0062,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,97.65,baja,train,0.0,0.08,0.57,1.47,97.65,0.0,0.23
VEN_0063_1,PERF_0063,2026-04-30,2026-04-01,2026-04-30,fragilidad_sostenida,fragilidad_sostenida,calculado,98.86,baja,train,0.0,0.0,0.0,1.14,98.86,0.0,0.0
VEN_0063_2,PERF_0063,2026-05-31,2026-04-01,2026-05-31,situacion_critica,situacion_critica,calculado,99.38,baja,train,0.0,0.0,0.0,0.0,0.62,99.38,0.0
VEN_0063_3,PERF_0063,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,99.48,baja,train,0.0,0.0,0.0,0.0,0.52,99.48,0.0
VEN_0064_1,PERF_0064,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,95.54,baja,validation,95.54,4.07,0.3,0.09,0.0,0.0,0.0
VEN_0064_2,PERF_0064,2026-05-31,2026-04-01,2026-05-31,acumulacion_estable,acumulacion_estable,calculado,93.18,baja,validation,93.18,6.17,0.65,0.0,0.0,0.0,0.0
VEN_0064_3,PERF_0064,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,99.48,baja,validation,99.48,0.23,0.29,0.0,0.0,0.0,0.0
VEN_0065_1,PERF_0065,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,89.8,baja,train,0.28,89.8,2.6,7.32,0.0,0.0,0.0
VEN_0065_2,PERF_0065,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,90.09,baja,train,0.19,90.09,3.61,6.1,0.0,0.0,0.0
VEN_0065_3,PERF_0065,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,95.71,baja,train,0.92,95.71,1.32,2.04,0.0,0.0,0.0
VEN_0066_1,PERF_0066,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,97.2,baja,validation,0.66,97.2,1.09,1.05,0.0,0.0,0.0
VEN_0066_2,PERF_0066,2026-05-31,2026-04-01,2026-05-31,variable_resiliente,variable_resiliente,calculado,70.26,media,validation,16.85,2.77,70.26,9.89,0.0,0.0,0.24
VEN_0066_3,PERF_0066,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,79.16,baja,validation,0.85,7.59,79.16,10.05,0.0,0.0,2.35
VEN_0067_1,PERF_0067,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,99.24,baja,validation,99.24,0.54,0.21,0.0,0.0,0.0,0.0
VEN_0067_2,PERF_0067,2026-05-31,2026-04-01,2026-05-31,uso_planificado_reserva,uso_planificado_reserva,calculado,86.71,baja,validation,0.11,1.61,9.93,1.54,0.11,0.0,86.71
VEN_0067_3,PERF_0067,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,98.63,baja,validation,0.0,0.17,0.87,0.33,0.0,0.0,98.63
VEN_0068_1,PERF_0068,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,93.54,baja,train,1.32,93.54,2.51,1.32,0.0,0.0,1.3
VEN_0068_2,PERF_0068,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,97.08,baja,train,2.75,97.08,0.17,0.0,0.0,0.0,0.0
VEN_0068_3,PERF_0068,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,68.88,media,train,0.71,14.43,15.67,68.88,0.0,0.0,0.31
VEN_0069_1,PERF_0069,2026-04-30,2026-04-01,2026-04-30,deterioro_reciente,deterioro_reciente,calculado,85.6,baja,validation,0.22,3.71,5.34,85.6,2.88,0.0,2.25
VEN_0069_2,PERF_0069,2026-05-31,2026-04-01,2026-05-31,fragilidad_sostenida,fragilidad_sostenida,calculado,95.0,baja,validation,0.0,0.02,0.72,3.73,95.0,0.12,0.41
VEN_0069_3,PERF_0069,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,97.18,baja,validation,0.0,0.0,0.69,1.3,97.18,0.36,0.47
VEN_0070_1,PERF_0070,2026-04-30,2026-04-01,2026-04-30,fragilidad_sostenida,fragilidad_sostenida,calculado,98.51,baja,train,0.0,0.0,0.0,0.38,98.51,1.11,0.0
VEN_0070_2,PERF_0070,2026-05-31,2026-04-01,2026-05-31,situacion_critica,situacion_critica,calculado,99.92,baja,train,0.0,0.0,0.0,0.0,0.08,99.92,0.0
VEN_0070_3,PERF_0070,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,100.0,baja,train,0.0,0.0,0.0,0.0,0.0,100.0,0.0
VEN_0071_1,PERF_0071,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,85.96,baja,validation,85.96,13.38,0.4,0.26,0.0,0.0,0.0
VEN_0071_2,PERF_0071,2026-05-31,2026-04-01,2026-05-31,acumulacion_estable,acumulacion_estable,calculado,96.04,baja,validation,96.04,3.96,0.0,0.0,0.0,0.0,0.0
VEN_0071_3,PERF_0071,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,96.66,baja,validation,96.66,1.87,1.46,0.0,0.0,0.0,0.0
VEN_0072_1,PERF_0072,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,95.79,baja,train,2.94,95.79,1.11,0.16,0.0,0.0,0.0
VEN_0072_2,PERF_0072,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,94.81,baja,train,4.88,94.81,0.31,0.0,0.0,0.0,0.0
VEN_0072_3,PERF_0072,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,93.85,baja,train,4.79,93.85,1.0,0.36,0.0,0.0,0.0
VEN_0073_1,PERF_0073,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,94.8,baja,train,0.24,94.8,0.95,4.01,0.0,0.0,0.0
VEN_0073_2,PERF_0073,2026-05-31,2026-04-01,2026-05-31,variable_resiliente,variable_resiliente,calculado,74.72,media,train,0.0,0.11,74.72,14.07,1.57,0.0,9.53
VEN_0073_3,PERF_0073,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,87.83,baja,train,0.0,0.15,87.83,7.42,1.59,0.0,3.01
VEN_0074_1,PERF_0074,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,98.44,baja,train,98.44,1.23,0.34,0.0,0.0,0.0,0.0
VEN_0074_2,PERF_0074,2026-05-31,2026-04-01,2026-05-31,uso_planificado_reserva,uso_planificado_reserva,calculado,94.66,baja,train,0.11,1.32,3.66,0.25,0.0,0.0,94.66
VEN_0074_3,PERF_0074,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,97.0,baja,train,0.0,0.52,1.5,0.54,0.44,0.0,97.0
VEN_0075_1,PERF_0075,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,99.82,baja,train,0.03,99.82,0.15,0.0,0.0,0.0,0.0
VEN_0075_2,PERF_0075,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,99.16,baja,train,0.61,99.16,0.09,0.15,0.0,0.0,0.0
VEN_0075_3,PERF_0075,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,85.33,baja,train,0.06,1.64,11.91,85.33,0.0,0.0,1.07
VEN_0076_1,PERF_0076,2026-04-30,2026-04-01,2026-04-30,deterioro_reciente,deterioro_reciente,calculado,78.97,baja,train,0.0,2.7,0.68,78.97,16.04,1.31,0.29
VEN_0076_2,PERF_0076,2026-05-31,2026-04-01,2026-05-31,fragilidad_sostenida,fragilidad_sostenida,calculado,90.52,baja,train,0.0,0.36,0.0,3.0,90.52,6.13,0.0
VEN_0076_3,PERF_0076,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,89.11,baja,train,0.0,0.0,0.0,2.15,89.11,8.74,0.0
VEN_0077_1,PERF_0077,2026-04-30,2026-04-01,2026-04-30,fragilidad_sostenida,fragilidad_sostenida,calculado,98.45,baja,test,0.0,0.0,0.0,0.87,98.45,0.68,0.0
VEN_0077_2,PERF_0077,2026-05-31,2026-04-01,2026-05-31,situacion_critica,situacion_critica,calculado,95.21,baja,test,0.0,0.0,0.0,0.0,4.79,95.21,0.0
VEN_0077_3,PERF_0077,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,99.87,baja,test,0.0,0.0,0.0,0.0,0.13,99.87,0.0
VEN_0078_1,PERF_0078,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,91.25,baja,test,91.25,7.86,0.79,0.0,0.0,0.0,0.1
VEN_0078_2,PERF_0078,2026-05-31,2026-04-01,2026-05-31,acumulacion_estable,acumulacion_estable,calculado,98.92,baja,test,98.92,0.9,0.19,0.0,0.0,0.0,0.0
VEN_0078_3,PERF_0078,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,97.53,baja,test,97.53,0.75,1.72,0.0,0.0,0.0,0.0
VEN_0079_1,PERF_0079,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,89.8,baja,train,1.27,89.8,2.86,5.84,0.0,0.0,0.23
VEN_0079_2,PERF_0079,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,98.86,baja,train,0.41,98.86,0.33,0.28,0.0,0.0,0.12
VEN_0079_3,PERF_0079,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,98.26,baja,train,0.16,98.26,0.91,0.67,0.0,0.0,0.0
VEN_0080_1,PERF_0080,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,83.74,baja,train,0.47,83.74,4.65,10.73,0.0,0.0,0.42
VEN_0080_2,PERF_0080,2026-05-31,2026-04-01,2026-05-31,variable_resiliente,variable_resiliente,calculado,94.34,baja,train,4.96,0.29,94.34,0.2,0.0,0.0,0.21
VEN_0080_3,PERF_0080,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,90.56,baja,train,9.44,0.0,90.56,0.0,0.0,0.0,0.0
VEN_0081_1,PERF_0081,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,90.92,baja,train,90.92,8.05,0.93,0.11,0.0,0.0,0.0
VEN_0081_2,PERF_0081,2026-05-31,2026-04-01,2026-05-31,uso_planificado_reserva,uso_planificado_reserva,calculado,96.16,baja,train,0.12,1.27,1.69,0.38,0.38,0.0,96.16
VEN_0081_3,PERF_0081,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,94.45,baja,train,0.0,0.44,2.95,1.89,0.27,0.0,94.45
VEN_0082_1,PERF_0082,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,95.71,baja,train,3.44,95.71,0.27,0.09,0.0,0.0,0.49
VEN_0082_2,PERF_0082,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,96.29,baja,train,1.57,96.29,1.54,0.59,0.0,0.0,0.0
VEN_0082_3,PERF_0082,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,74.37,media,train,0.57,14.33,10.31,74.37,0.0,0.0,0.42
VEN_0083_1,PERF_0083,2026-04-30,2026-04-01,2026-04-30,deterioro_reciente,deterioro_reciente,calculado,95.97,baja,train,0.12,1.4,2.22,95.97,0.17,0.0,0.12
VEN_0083_2,PERF_0083,2026-05-31,2026-04-01,2026-05-31,fragilidad_sostenida,fragilidad_sostenida,calculado,99.43,baja,train,0.0,0.0,0.0,0.45,99.43,0.0,0.12
VEN_0083_3,PERF_0083,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,99.29,baja,train,0.0,0.0,0.0,0.0,99.29,0.71,0.0
VEN_0084_1,PERF_0084,2026-04-30,2026-04-01,2026-04-30,fragilidad_sostenida,fragilidad_sostenida,calculado,97.08,baja,validation,0.0,0.0,0.0,0.25,97.08,2.68,0.0
VEN_0084_2,PERF_0084,2026-05-31,2026-04-01,2026-05-31,situacion_critica,situacion_critica,calculado,97.38,baja,validation,0.0,0.0,0.0,0.0,2.62,97.38,0.0
VEN_0084_3,PERF_0084,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,97.77,baja,validation,0.0,0.0,0.06,0.0,2.17,97.77,0.0
VEN_0085_1,PERF_0085,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,98.42,baja,train,98.42,0.66,0.92,0.0,0.0,0.0,0.0
VEN_0085_2,PERF_0085,2026-05-31,2026-04-01,2026-05-31,acumulacion_estable,acumulacion_estable,calculado,92.74,baja,train,92.74,0.84,5.63,0.79,0.0,0.0,0.0
VEN_0085_3,PERF_0085,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,97.99,baja,train,97.99,0.16,1.7,0.16,0.0,0.0,0.0
VEN_0086_1,PERF_0086,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,88.25,baja,validation,10.82,88.25,0.93,0.0,0.0,0.0,0.0
VEN_0086_2,PERF_0086,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,97.39,baja,validation,1.29,97.39,1.07,0.11,0.0,0.0,0.15
VEN_0086_3,PERF_0086,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,86.24,baja,validation,9.47,86.24,3.08,1.21,0.0,0.0,0.0
VEN_0087_1,PERF_0087,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,91.45,baja,train,1.46,91.45,3.65,0.15,0.0,0.0,3.29
VEN_0087_2,PERF_0087,2026-05-31,2026-04-01,2026-05-31,variable_resiliente,variable_resiliente,calculado,96.17,baja,train,2.7,0.44,96.17,0.69,0.0,0.0,0.0
VEN_0087_3,PERF_0087,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,88.28,baja,train,1.76,3.74,88.28,5.13,0.0,0.0,1.08
VEN_0088_1,PERF_0088,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,92.74,baja,train,92.74,6.64,0.42,0.0,0.0,0.0,0.19
VEN_0088_2,PERF_0088,2026-05-31,2026-04-01,2026-05-31,uso_planificado_reserva,uso_planificado_reserva,calculado,99.45,baja,train,0.0,0.0,0.55,0.0,0.0,0.0,99.45
VEN_0088_3,PERF_0088,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,96.14,baja,train,0.0,0.11,2.2,1.41,0.14,0.0,96.14
VEN_0089_1,PERF_0089,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,95.88,baja,train,2.71,95.88,1.16,0.25,0.0,0.0,0.0
VEN_0089_2,PERF_0089,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,98.56,baja,train,1.14,98.56,0.14,0.16,0.0,0.0,0.0
VEN_0089_3,PERF_0089,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,89.35,baja,train,0.0,1.04,8.8,89.35,0.0,0.0,0.81
VEN_0090_1,PERF_0090,2026-04-30,2026-04-01,2026-04-30,deterioro_reciente,deterioro_reciente,calculado,88.14,baja,train,0.23,3.61,6.25,88.14,0.53,0.0,1.23
VEN_0090_2,PERF_0090,2026-05-31,2026-04-01,2026-05-31,fragilidad_sostenida,fragilidad_sostenida,calculado,95.54,baja,train,0.0,0.0,0.59,3.51,95.54,0.0,0.36
VEN_0090_3,PERF_0090,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,97.7,baja,train,0.0,0.03,0.39,0.3,97.7,1.57,0.0
VEN_0091_1,PERF_0091,2026-04-30,2026-04-01,2026-04-30,fragilidad_sostenida,fragilidad_sostenida,calculado,97.61,baja,validation,0.0,0.03,0.0,0.72,97.61,1.63,0.0
VEN_0091_2,PERF_0091,2026-05-31,2026-04-01,2026-05-31,situacion_critica,situacion_critica,calculado,98.32,baja,validation,0.0,0.0,0.0,0.0,1.68,98.32,0.0
VEN_0091_3,PERF_0091,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,99.57,baja,validation,0.0,0.0,0.0,0.0,0.43,99.57,0.0
VEN_0092_1,PERF_0092,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,85.15,baja,test,85.15,12.52,2.13,0.2,0.0,0.0,0.0
VEN_0092_2,PERF_0092,2026-05-31,2026-04-01,2026-05-31,acumulacion_estable,acumulacion_estable,calculado,92.9,baja,test,92.9,3.41,3.69,0.0,0.0,0.0,0.0
VEN_0092_3,PERF_0092,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,93.92,baja,test,93.92,2.18,3.9,0.0,0.0,0.0,0.0
VEN_0093_1,PERF_0093,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,96.96,baja,train,1.19,96.96,1.11,0.75,0.0,0.0,0.0
VEN_0093_2,PERF_0093,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,98.94,baja,train,0.75,98.94,0.31,0.0,0.0,0.0,0.0
VEN_0093_3,PERF_0093,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,93.69,baja,train,6.03,93.69,0.28,0.0,0.0,0.0,0.0
VEN_0094_1,PERF_0094,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,97.44,baja,train,1.97,97.44,0.17,0.42,0.0,0.0,0.0
