ventana_id,perfil_id,fecha_corte,periodo_desde,periodo_hasta,estado_esperado,estado_modelo,estado_calculo_modelo,confianza_pct,nivel_incertidumbre_modelo,particion,prob_acumulacion_estable_pct,prob_equilibrio_sostenible_pct,prob_variable_resiliente_pct,prob_deterioro_reciente_pct,prob_fragilidad_sostenida_pct,prob_situacion_critica_pct,prob_uso_planificado_reserva_pct,regularidades_observadas,eventos_inusuales_observados,tendencia_entradas,tendencia_salidas
VEN_0028_3,PERF_0028,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,99.45,baja,train,0.0,0.0,0.0,0.0,0.55,99.45,0.0,2,5.0,aumento_observado,estabilidad_observada
VEN_0027_3,PERF_0027,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,98.08,baja,train,0.0,0.08,0.15,1.7,98.08,0.0,0.0,1,3.0,estabilidad_observada,estabilidad_observada
VEN_0026_3,PERF_0026,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,75.47,baja,test,0.2,3.53,20.11,75.47,0.0,0.0,0.69,2,8.0,estabilidad_observada,estabilidad_observada
VEN_0025_3,PERF_0025,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,97.32,baja,validation,0.0,0.0,1.26,1.24,0.17,0.0,97.32,3,4.0,disminucion_observada,aumento_observado
VEN_0024_3,PERF_0024,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,84.04,baja,train,0.0,0.96,84.04,13.2,0.88,0.0,0.92,1,3.0,disminucion_observada,estabilidad_observada
VEN_0023_3,PERF_0023,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,98.28,baja,train,1.35,98.28,0.37,0.0,0.0,0.0,0.0,1,,aumento_observado,estabilidad_observada
VEN_0022_3,PERF_0022,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,97.88,baja,train,97.88,0.77,1.24,0.11,0.0,0.0,0.0,1,2.0,estabilidad_observada,disminucion_observada
VEN_0021_3,PERF_0021,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,99.92,baja,train,0.0,0.0,0.0,0.0,0.08,99.92,0.0,1,5.0,aumento_observado,disminucion_observada
VEN_0020_3,PERF_0020,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,99.21,baja,train,0.0,0.0,0.0,0.0,99.21,0.79,0.0,2,,aumento_observado,estabilidad_observada
VEN_0018_3,PERF_0018,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,97.11,baja,test,0.0,0.07,1.96,0.87,0.0,0.0,97.11,3,12.0,estabilidad_observada,aumento_observado
VEN_0073_3,PERF_0073,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,87.83,baja,train,0.0,0.15,87.83,7.42,1.59,0.0,3.01,1,2.0,disminucion_observada,estabilidad_observada
VEN_0074_3,PERF_0074,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,97.0,baja,train,0.0,0.52,1.5,0.54,0.44,0.0,97.0,1,7.0,disminucion_observada,aumento_observado
VEN_0075_3,PERF_0075,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,85.33,baja,train,0.06,1.64,11.91,85.33,0.0,0.0,1.07,2,6.0,disminucion_observada,estabilidad_observada
VEN_0129_3,PERF_0129,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,86.25,baja,train,0.0,0.06,86.25,9.51,0.07,0.0,4.11,2,7.0,estabilidad_observada,estabilidad_observada
VEN_0128_3,PERF_0128,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,94.57,baja,train,4.35,94.57,0.92,0.15,0.0,0.0,0.0,2,2.0,aumento_observado,disminucion_observada
VEN_0127_3,PERF_0127,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,98.49,baja,train,98.49,0.46,0.94,0.11,0.0,0.0,0.0,2,5.0,disminucion_observada,disminucion_observada
VEN_0126_3,PERF_0126,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,98.66,baja,train,0.0,0.0,0.0,0.0,1.34,98.66,0.0,4,1.0,disminucion_observada,estabilidad_observada
VEN_0125_3,PERF_0125,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,97.41,baja,train,0.0,0.08,0.15,0.88,97.41,0.68,0.8,2,1.0,estabilidad_observada,estabilidad_observada
VEN_0124_3,PERF_0124,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,87.65,baja,train,0.2,0.83,10.58,87.65,0.0,0.0,0.73,1,4.0,estabilidad_observada,aumento_observado
VEN_0123_3,PERF_0123,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,99.48,baja,train,0.0,0.0,0.08,0.09,0.36,0.0,99.48,2,3.0,disminucion_observada,aumento_observado
VEN_0122_3,PERF_0122,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,94.45,baja,train,0.11,2.85,94.45,1.9,0.0,0.0,0.68,2,8.0,aumento_observado,disminucion_observada
VEN_0121_3,PERF_0121,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,94.96,baja,train,1.31,94.96,1.5,2.23,0.0,0.0,0.0,2,4.0,estabilidad_observada,disminucion_observada
VEN_0120_3,PERF_0120,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,98.42,baja,train,98.42,0.33,1.25,0.0,0.0,0.0,0.0,2,1.0,aumento_observado,disminucion_observada
VEN_0119_3,PERF_0119,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,97.78,baja,train,0.0,0.0,0.0,0.0,2.22,97.78,0.0,2,4.0,disminucion_observada,estabilidad_observada
VEN_0118_3,PERF_0118,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,100.0,baja,train,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3,5.0,aumento_observado,estabilidad_observada
VEN_0117_3,PERF_0117,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,68.6,media,train,0.17,19.99,10.6,68.6,0.37,0.0,0.28,2,4.0,disminucion_observada,estabilidad_observada
VEN_0116_3,PERF_0116,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,98.07,baja,train,0.0,0.04,1.35,0.0,0.53,0.0,98.07,1,2.0,disminucion_observada,aumento_observado
VEN_0115_3,PERF_0115,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,66.74,media,train,0.0,5.73,66.74,24.84,1.39,0.0,1.29,3,5.0,aumento_observado,estabilidad_observada
VEN_0130_3,PERF_0130,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,99.2,baja,train,0.0,0.05,0.75,0.0,0.0,0.0,99.2,1,2.0,disminucion_observada,aumento_observado
VEN_0114_3,PERF_0114,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,98.64,baja,train,0.63,98.64,0.58,0.15,0.0,0.0,0.0,2,6.0,estabilidad_observada,disminucion_observada
VEN_0131_3,PERF_0131,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,82.03,baja,train,0.14,2.17,14.47,82.03,0.0,0.0,1.2,2,6.0,estabilidad_observada,estabilidad_observada
VEN_0133_3,PERF_0133,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,98.99,baja,test,0.0,0.0,0.0,0.0,1.01,98.99,0.0,2,4.0,estabilidad_observada,disminucion_observada
VEN_0148_3,PERF_0148,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,98.69,baja,train,98.69,0.97,0.35,0.0,0.0,0.0,0.0,1,3.0,aumento_observado,disminucion_observada
VEN_0147_3,PERF_0147,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,99.88,baja,train,0.0,0.0,0.0,0.0,0.12,99.88,0.0,3,,aumento_observado,disminucion_observada
VEN_0146_3,PERF_0146,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,96.62,baja,train,0.0,0.01,0.76,0.65,96.62,0.05,1.91,4,1.0,estabilidad_observada,aumento_observado
VEN_0145_3,PERF_0145,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,66.36,media,test,0.19,1.5,29.46,66.36,0.37,0.0,2.12,1,4.0,disminucion_observada,aumento_observado
VEN_0144_3,PERF_0144,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,93.06,baja,train,0.0,0.1,3.54,2.38,0.92,0.0,93.06,3,6.0,disminucion_observada,aumento_observado
VEN_0143_3,PERF_0143,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,95.92,baja,validation,0.07,3.03,95.92,0.91,0.0,0.0,0.07,1,5.0,estabilidad_observada,disminucion_observada
VEN_0142_3,PERF_0142,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,97.47,baja,train,1.2,97.47,0.89,0.44,0.0,0.0,0.0,2,4.0,disminucion_observada,estabilidad_observada
VEN_0141_3,PERF_0141,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,97.54,baja,train,97.54,0.65,1.82,0.0,0.0,0.0,0.0,3,,estabilidad_observada,disminucion_observada
VEN_0140_3,PERF_0140,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,99.42,baja,test,0.0,0.0,0.0,0.0,0.58,99.42,0.0,1,2.0,estabilidad_observada,disminucion_observada
VEN_0139_3,PERF_0139,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,95.24,baja,train,0.0,0.0,0.0,0.49,95.24,4.27,0.0,2,5.0,estabilidad_observada,estabilidad_observada
VEN_0138_3,PERF_0138,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,73.65,media,train,0.13,2.8,21.74,73.65,0.0,0.0,1.68,3,5.0,aumento_observado,estabilidad_observada
VEN_0137_3,PERF_0137,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,91.67,baja,train,0.0,0.16,6.2,0.83,1.15,0.0,91.67,3,4.0,disminucion_observada,aumento_observado
VEN_0136_3,PERF_0136,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,87.2,baja,train,10.81,0.16,87.2,1.82,0.0,0.0,0.0,2,6.0,aumento_observado,disminucion_observada
VEN_0135_3,PERF_0135,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,95.02,baja,train,3.21,95.02,0.78,0.69,0.0,0.0,0.29,2,,estabilidad_observada,disminucion_observada
VEN_0134_3,PERF_0134,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,98.8,baja,train,98.8,0.8,0.4,0.0,0.0,0.0,0.0,2,5.0,aumento_observado,disminucion_observada
VEN_0132_3,PERF_0132,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,92.69,baja,test,0.0,0.06,0.0,1.85,92.69,5.4,0.0,3,3.0,aumento_observado,estabilidad_observada
VEN_0150_3,PERF_0150,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,79.92,baja,train,0.0,0.45,79.92,14.29,0.47,0.0,4.88,1,2.0,disminucion_observada,estabilidad_observada
VEN_0113_3,PERF_0113,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,97.32,baja,validation,97.32,2.27,0.4,0.0,0.0,0.0,0.0,1,3.0,estabilidad_observada,estabilidad_observada
VEN_0111_3,PERF_0111,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,98.37,baja,train,0.0,0.0,0.0,0.0,98.37,1.63,0.0,3,4.0,disminucion_observada,disminucion_observada
VEN_0090_3,PERF_0090,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,97.7,baja,train,0.0,0.03,0.39,0.3,97.7,1.57,0.0,1,2.0,estabilidad_observada,aumento_observado
VEN_0089_3,PERF_0089,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,89.35,baja,train,0.0,1.04,8.8,89.35,0.0,0.0,0.81,5,4.0,disminucion_observada,aumento_observado
VEN_0088_3,PERF_0088,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,96.14,baja,train,0.0,0.11,2.2,1.41,0.14,0.0,96.14,1,13.0,estabilidad_observada,aumento_observado
VEN_0087_3,PERF_0087,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,88.28,baja,train,1.76,3.74,88.28,5.13,0.0,0.0,1.08,3,8.0,estabilidad_observada,aumento_observado
VEN_0086_3,PERF_0086,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,86.24,baja,validation,9.47,86.24,3.08,1.21,0.0,0.0,0.0,3,3.0,aumento_observado,disminucion_observada
VEN_0085_3,PERF_0085,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,97.99,baja,train,97.99,0.16,1.7,0.16,0.0,0.0,0.0,2,5.0,aumento_observado,disminucion_observada
VEN_0084_3,PERF_0084,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,97.77,baja,validation,0.0,0.0,0.06,0.0,2.17,97.77,0.0,2,4.0,disminucion_observada,estabilidad_observada
VEN_0083_3,PERF_0083,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,99.29,baja,train,0.0,0.0,0.0,0.0,99.29,0.71,0.0,1,4.0,disminucion_observada,estabilidad_observada
VEN_0082_3,PERF_0082,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,74.37,media,train,0.57,14.33,10.31,74.37,0.0,0.0,0.42,1,2.0,disminucion_observada,estabilidad_observada
VEN_0081_3,PERF_0081,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,94.45,baja,train,0.0,0.44,2.95,1.89,0.27,0.0,94.45,3,8.0,disminucion_observada,aumento_observado
VEN_0080_3,PERF_0080,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,90.56,baja,train,9.44,0.0,90.56,0.0,0.0,0.0,0.0,1,5.0,aumento_observado,disminucion_observada
VEN_0079_3,PERF_0079,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,98.26,baja,train,0.16,98.26,0.91,0.67,0.0,0.0,0.0,2,5.0,disminucion_observada,estabilidad_observada
VEN_0078_3,PERF_0078,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,97.53,baja,test,97.53,0.75,1.72,0.0,0.0,0.0,0.0,2,3.0,estabilidad_observada,disminucion_observada
VEN_0077_3,PERF_0077,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,99.87,baja,test,0.0,0.0,0.0,0.0,0.13,99.87,0.0,1,1.0,aumento_observado,disminucion_observada
VEN_0076_3,PERF_0076,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,89.11,baja,train,0.0,0.0,0.0,2.15,89.11,8.74,0.0,3,3.0,estabilidad_observada,disminucion_observada
VEN_0091_3,PERF_0091,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,99.57,baja,validation,0.0,0.0,0.0,0.0,0.43,99.57,0.0,2,2.0,disminucion_observada,estabilidad_observada
VEN_0112_3,PERF_0112,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,98.32,baja,train,0.0,0.0,0.0,0.0,1.68,98.32,0.0,2,5.0,aumento_observado,disminucion_observada
VEN_0092_3,PERF_0092,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,93.92,baja,test,93.92,2.18,3.9,0.0,0.0,0.0,0.0,1,4.0,aumento_observado,disminucion_observada
VEN_0094_3,PERF_0094,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,95.76,baja,train,0.3,1.87,95.76,1.68,0.0,0.0,0.39,3,5.0,disminucion_observada,aumento_observado
VEN_0110_3,PERF_0110,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,80.44,baja,train,0.0,0.12,18.51,80.44,0.0,0.0,0.93,2,4.0,disminucion_observada,estabilidad_observada
VEN_0109_3,PERF_0109,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,99.11,baja,train,0.0,0.06,0.64,0.18,0.0,0.0,99.11,3,8.0,disminucion_observada,aumento_observado
VEN_0108_3,PERF_0108,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,91.84,baja,train,0.27,5.01,91.84,2.14,0.0,0.0,0.75,3,1.0,aumento_observado,disminucion_observada
VEN_0107_3,PERF_0107,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,98.11,baja,train,1.73,98.11,0.16,0.0,0.0,0.0,0.0,1,2.0,aumento_observado,disminucion_observada
VEN_0106_3,PERF_0106,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,96.39,baja,train,96.39,1.75,1.86,0.0,0.0,0.0,0.0,4,3.0,estabilidad_observada,disminucion_observada
VEN_0105_3,PERF_0105,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,99.27,baja,train,0.0,0.0,0.0,0.0,0.73,99.27,0.0,3,2.0,disminucion_observada,disminucion_observada
VEN_0104_3,PERF_0104,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,98.61,baja,train,0.0,0.0,0.36,0.48,98.61,0.43,0.12,5,2.0,estabilidad_observada,estabilidad_observada
VEN_0103_3,PERF_0103,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,73.46,media,train,0.03,2.91,21.57,73.46,0.0,0.0,2.04,3,7.0,estabilidad_observada,estabilidad_observada
VEN_0102_3,PERF_0102,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,97.66,baja,validation,0.0,0.13,1.84,0.37,0.0,0.0,97.66,2,7.0,disminucion_observada,aumento_observado
VEN_0101_3,PERF_0101,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,94.07,baja,train,0.04,3.0,94.07,2.44,0.0,0.0,0.45,1,8.0,estabilidad_observada,disminucion_observada
VEN_0099_3,PERF_0099,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,97.82,baja,train,97.82,1.26,0.7,0.21,0.0,0.0,0.0,2,2.0,disminucion_observada,estabilidad_observada
VEN_0098_3,PERF_0098,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,97.63,baja,test,0.0,0.0,0.0,0.0,2.37,97.63,0.0,4,1.0,aumento_observado,estabilidad_observada
VEN_0097_3,PERF_0097,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,90.61,baja,test,0.0,0.46,0.12,1.81,90.61,6.99,0.0,2,1.0,aumento_observado,disminucion_observada
VEN_0096_3,PERF_0096,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,78.7,baja,train,0.12,3.86,13.7,78.7,2.48,0.71,0.44,3,4.0,disminucion_observada,estabilidad_observada
VEN_0095_3,PERF_0095,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,99.04,baja,test,0.0,0.15,0.55,0.26,0.0,0.0,99.04,1,6.0,disminucion_observada,aumento_observado
VEN_0093_3,PERF_0093,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,93.69,baja,train,6.03,93.69,0.28,0.0,0.0,0.0,0.0,2,3.0,estabilidad_observada,disminucion_observada
VEN_0200_3,PERF_0200,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,99.23,baja,train,0.0,0.0,0.06,0.43,0.27,0.0,99.23,2,3.0,disminucion_observada,aumento_observado
